url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
浙江省国际技术设备招标有限公司关于浙江旅游职业学院现代旅游虚拟仿真实训基地(二期)设备及软件资源建设及采购项目的中标(成交)结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于浙江旅游职业学院现代旅游虚拟仿真实训基地(二期)设备及软件资源建设及采购项目的中标(成交)结果公告,,0625-22217903,"现代旅游虚拟仿真实训基地二期设备及软件资源建设,现代旅游虚拟仿真实训基地二期设备及软件资源建设及采购",0.0,浙江旅游职业学院,学校,邵**-0571-82838178,浙江省国际技术设备招标有限公司,龚*-0571-85860839,杭州琦玮科技有限公司 ,,0.0,2022-09-13,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/360586221/b2,地址浙江省杭州市西湖区文三路553号浙江中小企业大厦2019室（天度商务秘书托管1013号）,4 次,0.0 万,3 家
浙江省国际技术设备招标有限公司关于浙江旅游职业学院现代旅游虚拟仿真实训基地(二期)设备及软件资源建设及采购项目的中标(成交)结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于浙江旅游职业学院现代旅游虚拟仿真实训基地(二期)设备及软件资源建设及采购项目的中标(成交)结果公告,,0625-22217903,"现代旅游虚拟仿真实训基地二期设备及软件资源建设,现代旅游虚拟仿真实训基地二期设备及软件资源建设及采购",0.0,浙江旅游职业学院,学校,邵**-0571-82838178,浙江省国际技术设备招标有限公司,龚*-0571-85860839,杭州润致科技有限公司 ,,0.0,2022-09-13,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/360586221/b2,地址浙江省杭州市西湖区转塘科技经济区块16号2幢381室,3 次,84.75 万,3 家
宁波职业技术学院阳明学院3D打印实训室建设项目的合同公告,中标,合同,宁波职业技术学院阳明学院3D打印实训室建设项目的合同公告,,ZJZC-223253,"增材制造虚拟仿真考核平台,3D打印实训室建设项目,金属3D打印机",1961000.0,宁波职业技术学院,学校,陈**-0574-86891262,浙江中创招投标有限公司,,杭州中测科技有限公司 ,"中标人     18698585717 ,中标人     18657191678 ,陈**     13157179325 ,中标人     13588018656 ",1961000.0,2022-09-11,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/359942727/b2,地址浙江省杭州市余杭区五常街道五常街道文一西路998号4幢605室,86 次,"6,263.9 万",42 家
关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,中标,中标结果,关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,,QZYCG2022-133,"医护康养虚拟仿真实训基地,虚拟仿真实训基地建设项目硬件设备",0.0,衢州职业技术学院,学校,"徐**-0570-8068411,蓝**-19957090305",,,北京格如灵科技有限公司 ,"中标人     19931913715 ,中标人     13554158987 ,中标人     13718093499 ,张*     15879117611 ,中标人     15279161229 ",2817558.0,2022-09-08,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/359247939/b2,地址北京市朝阳区酒仙桥路甲4号3号楼13层1303室,38 次,"1,806.93 万",27 家
关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,中标,中标结果,关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,,QZYCG2022-133,"医护康养虚拟仿真实训基地,虚拟仿真实训基地建设项目硬件设备",0.0,衢州职业技术学院,学校,"徐**-0570-8068411,蓝**-19957090305",,,杭州志速科技有限公司 ,,0.0,2022-09-08,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/359247939/b2,地址浙江省杭州市拱墅区西城纪商务中心1幢410室-1,60 次,536.77 万,28 家
关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,中标,中标结果,关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,,QZYCG2022-133,"医护康养虚拟仿真实训基地,虚拟仿真实训基地建设项目硬件设备",0.0,衢州职业技术学院,学校,"徐**-0570-8068411,蓝**-19957090305",,,上海昕触信息科技有限公司 ,"中标人     025-87163133 ,中标人     13601682377 ",0.0,2022-09-08,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/359247939/b2,地址上海市闵行区联航路1588号（浦江镇481街坊6/2丘）1幢技术中心辅楼202室,12 次,175.57 万,8 家
关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,中标,中标结果,关于衢州职业技术学院医护康养虚拟仿真实训基地1项目的中标(成交)结果公告,,QZYCG2022-133,"医护康养虚拟仿真实训基地,虚拟仿真实训基地建设项目硬件设备",0.0,衢州职业技术学院,学校,"徐**-0570-8068411,蓝**-19957090305",,,上海建教智能科技有限公司 ,,0.0,2022-09-08,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/359247939/b2,地址上海市杨浦区国通路127号16层（集中登记地）,3 次,4.62 万,2 家
浙江省国际技术设备招标有限公司关于温州医科大学附属第一医院模拟医学虚拟仿真系统的成交结果公告,中标,中标结果,浙江省国际技术设备招标有限公司关于温州医科大学附属第一医院模拟医学虚拟仿真系统的成交结果公告,,,模拟医学虚拟仿真系统,198000.0,温州医科大学附属第一医院,医院,林**-0577-55578153,浙江省国际技术设备招标有限公司,"马**-0571-85860232,林*-0571-85860240",上海华颐医疗器械有限公司 ,"中标人     13917236050 ,中标人     021-50583990 ,中标人     021-50853989 ,钟**     15867897121 ,中标人     13817026284 ",198000.0,2022-09-08,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/359230683/b2,地址浦东新区南汇新城镇环湖西二路888号,327 次,2.88 亿,136 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,杭州永荣实业有限公司 ,"中标人     15967122794 ,刘*     18268860705 ,中标人     0558-2665087 ,中标人     0571-56231896 ,中标人     17681033733 ",0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址浙江省杭州市西湖区三墩镇古墩路660号4号楼309室,222 次,1.26 亿,81 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,金华市步云机电设备有限公司 ,"中标人     13867979698 ,中标人     0579-82341295 ,杜**     0579-82351468 ",0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址浙江省金华市婺城区仙源路1029号（自主申报）,98 次,"7,653.29 万",27 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,杭州智存科技有限公司 ,,0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址杭州市滨江区浦沿街道滨文路422号文耀大厦11楼1110室,24 次,747.11 万,7 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,杭州亚昆科技有限公司 ,,0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址浙江省杭州市余杭区塘栖镇富塘路1号1幢2楼201-2室,8 次,151.78 万,6 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,南京梵创智能科技有限公司 ,中标人     13735861110 ,0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址南京市江宁区秣陵街道秣周东路12号,26 次,"1,901.9 万",13 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,杭州智海合达科技有限公司 ,,0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址浙江省杭州市余杭区余杭街道胜义路2号2幢404室,5 次,169.96 万,5 家
金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,中标,中标结果,金华市公共资源交易中心东阳分中心关于东阳市技术学校机电设备采购项目的中标(成交)结果公告,,DYCG2022-A077,"电气自动化虚拟仿真系统,工业机器人技术应用实训平台,实训方凳,工业机器人技能考核实训台,实训室布线,机械CAD教育版软件,零部件展示柜,机电设备,数控加工仿真训练与智能化考核系统,零件测绘教师实训平台,双工位零件测绘实训平台,《基础零件》面向人人测绘套件,机床电气控制线路排故实训平台,《零部件拆装与测量》工具套装,工业40智能制造生产线实训台,自动编程系统,零部件测绘装置存放货架,移动智能多媒体实训系统,数控车床,电工技能与实验仿真教学软件",0.0,东阳市技术学校,学校,张*-0579-86389704,金华市公共资源交易中心东阳分中心,徐**-0579-86691535,浙江新工科教育科技有限公司 ,"中标人     18069897089 ,中标人     15867194148 ",0.0,2022-09-08,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/359271257/b2,地址浙江省杭州市余杭区闲林街道嘉企路5号4号楼3楼,18 次,463.91 万,10 家
