url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
20210082号V型滤池设计与运行调试虚拟仿真软件竞争性磋商采购结果公告,中标,中标结果,20210082号V型滤池设计与运行调试虚拟仿真软件竞争性磋商采购结果公告,,20210082,V型滤池设计与运行调试虚拟仿真软件,410000.0,苏州科技大学,学校,,苏州科技大学招投标管理办公室,,江苏雷尚网络科技发展有限公司 ,"中标人     15252740123 ,中标人     18912127888 ,赵**     0514-87433183 ,中标人     18951439808 ",410000.0,2021-06-22,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/255700655/b2,地址扬州市邗江区司徒庙路522号（B栋6楼）626,45 次,"3,795.09 万",20 家
南京森林警察学院基于场景态势感知执法训练大数据平台项目采购成交公告,中标,中标结果,南京森林警察学院基于场景态势感知执法训练大数据平台项目采购成交公告,,招案2021-2111,"虚拟仿真资源优化与新增,基于场景态势感知执法训练大数据平台项目",497600.0,南京森林警察学院,学校,"邹*-025-85878720,王**-025-85878721,胡**-025-85878966",上海中世建设咨询有限公司,"沈*-025-82230147-8038,沈*-025-82230140",北京触角科技有限公司 ,"中标人     13810954731 ,中标人     13801339925 ,施**     13917987365 ,中标人     010-62070493 ,谷*     010-56564656 ",497600.0,2021-06-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/255707308/b2,地址北京市海淀区北三环中路44号26号楼2层215,76 次,"3,537.94 万",38 家
njit-2021002南京工程学院虚拟仿真实验教学平台信息系统安全等级保护测评服务项目采购...,中标,中标结果,njit-2021002南京工程学院虚拟仿真实验教学平台信息系统安全等级保护测评服务项目采购...,,njit-2021002,虚拟仿真实验教学平台信息系统安全等级保护测评服务项目,50000.0,南京工程学院,学校,操**-025-86118875,南京工程学院招投标与物资采购中心,,江苏金盾检测技术股份有限公司 ,"中标人     025-85557501 ,中标人     13024494996 ,中标人     13813866301 ,中标人     18851604525 ,中标人     15915774833 ",50000.0,2021-06-16,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/255397491/b2,地址南京市玄武区玄武大道108号徐庄软件园二期聚慧园5号楼12层,347 次,1.00 亿,240 家
常州工学院虚拟仿真实验系统等级测评项目中标（成交）结果公告,中标,中标结果,常州工学院虚拟仿真实验系统等级测评项目中标（成交）结果公告,,CRJT-2021-0100号,虚拟仿真实验系统等级测评项目,50000.0,常州工学院,学校,汤**-0519-88510225,常州润邦招标代理有限公司,周*-0519-81882993,江苏骏安信息测评认证有限公司 ,"中标人     18762624009 ,鲁*     021-31030327 ,张**     021-31030225 ,中标人     18961720277 ,中标人     0510-85752227 ",50000.0,2021-06-15,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207536/b2,地址无锡市梁溪区南湖大道855号扬名科创中心1101-1110室,186 次,"3,657.43 万",110 家
基于 OBE 理念的“高难度”静脉穿刺虚拟仿真系统项目成交结果公告,中标,中标结果,基于 OBE 理念的“高难度”静脉穿刺虚拟仿真系统项目成交结果公告,,YDS2021-5-23,静脉穿刺虚拟仿真系统项目,149300.0,实验室与设备管理处,政府及事业单位,"陈**-0514-87979359,邹**-15262249121",,,上海慧凝信息科技有限公司 ,"中标人     021-51816090 ,中标人     15821895357 ,中标人     021-51816060 ,徐**     0516-83590287 ,王**     0516-83590283 ",149300.0,2021-06-15,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/266032784/b2,地址中国（上海）自由贸易试验区郭守敬路498号8幢19号楼3层,96 次,"2,784.13 万",36 家
新能源汽车实训基地设备及集成采购结果公告,中标,中标结果,新能源汽车实训基地设备及集成采购结果公告,,LHZC-2021GK0008,"智能网联汽车测试装调虚拟仿真教学软件,教学车,电动汽车空调及辅助系统三维仿真教学软件,新能源汽车实训基地设备及集成",4928600.0,南京六合中等专业学校,学校,陈*-025-57130869,南京市公共资源交易中心六合分中心,陈**-025-57130503,北京和绪科技有限公司 ,"中标人     010-84825575 ,中标人     010-59471010 ,中标人     15210488812 ,赵**     18311120042 ",4928600.0,2021-06-11,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/279125283/b2,地址北京市朝阳区汤立路218号8层946,65 次,1.04 亿,26 家
常州大学化工虚拟仿真中心教学电脑设备项目比选成交公告,中标,中标结果,常州大学化工虚拟仿真中心教学电脑设备项目比选成交公告,,,教学电脑设备项目,47324900,常州大学化工虚拟仿真中心,政府及事业单位,张**-0519-86330040,,,常州奕晟智能工程有限公司 ,,47324900,2021-06-09,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/270728460/b2,地址常州市天宁区武青北路19号,14 次,1.26 亿,5 家
常州工学院微课与视频制作服务项目成交公告,中标,中标结果,常州工学院微课与视频制作服务项目成交公告,,JC-SJC-[2021]057号,"微课视频动画及虚拟仿真数字化资源优质制作服务,微课与视频制作服务项目",270000.0,常州工学院,学校,汤**-0519-88510225,常州金诚招投标有限公司,代理联系人-0519-85185550,南京术禾文化传媒有限公司 ,中标人     18061225082 ,270000.0,2021-06-09,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207626/b2,地址南京市鼓楼区中山北路200号202室,18 次,161.83 万,11 家
njit-2021003南京工程学院虚拟仿真实验教学平台升级服务项目单一来源谈判结果公示,中标,中标结果,njit-2021003南京工程学院虚拟仿真实验教学平台升级服务项目单一来源谈判结果公示,,njit-2021003,虚拟仿真实验教学平台升级服务项目,99000.0,南京工程学院,学校,采购人-025-86118056,南京工程学院招投标与物资采购中心,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",99000.0,2021-06-08,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/266160685/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
中国药科大学糖尿病药物治疗管理虚拟仿真平台项目自行采购项目结果公告(2021-ZXCG-0195),中标,中标结果,中国药科大学糖尿病药物治疗管理虚拟仿真平台项目自行采购项目结果公告(2021-ZXCG-0195),,2021-ZXCG-0195,糖尿病药物治疗管理虚拟仿真平台项目,99000.0,中国药科大学,学校,"采购人-025-86185651,王**-18305151743",,,江苏嘉纳宝医疗科技有限公司 ,"吴*     13851493370 ,中标人     13851930480 ,徐*     18100619197 ",99000.0,2021-06-04,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/253472439/b2,地址南京经济技术开发区恒泰路汇智科技园B3第11层,19 次,"1,370.1 万",13 家
南京邮电大学理学院超冷原子量子振荡跃迁虚拟仿真实验教学项目采购成交公告,中标,中标结果,南京邮电大学理学院超冷原子量子振荡跃迁虚拟仿真实验教学项目采购成交公告,,NYCG2021-H012,超冷原子量子振荡跃迁虚拟仿真实验教学项目,239800.0,南京邮电大学,学校,,南京邮电大学采购招标管理办公室,王**-025-85866541,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",239800.0,2021-06-02,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/253318497/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
江苏大学短期劳动与厂商生产行为虚拟仿真项目中标结果公告,中标,中标结果,江苏大学短期劳动与厂商生产行为虚拟仿真项目中标结果公告,,JSDXZBCG[2020]84号,"虚拟仿真项目,虚拟仿真软件",276000.0,江苏大学,学校,万**-0511-88790072,江苏大学招标与采购办公室,,江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",276000.0,2021-05-25,江苏,镇江,,,,https://www.zhiliaobiaoxun.com/content/309779562/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
江苏苏咨工程咨询有限责任公司关于无锡商业职业技术学院商务数据分析与应用专业国家资源库项目资源建设项目的中标公告,中标,中标结果,江苏苏咨工程咨询有限责任公司关于无锡商业职业技术学院商务数据分析与应用专业国家资源库项目资源建设项目的中标公告,,SZCGWX2021-015,"虚拟仿真,商务数据分析与应用专业国家资源库项目资源建设项目,商务数据分析与应用专业教学资源库资源建设服务项目",0.0,无锡商业职业技术学院,学校,王**-0510-85803395,江苏苏咨工程咨询有限责任公司,张*-0510-85116338,中教畅享（北京）科技有限公司 ,"中标人     18148602979 ,中标人     13371604890 ,中标人     17316054232 ,中标人     13311152703 ,中标人     010-68662781 ",0.0,2021-05-21,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/308945538/b2,地址北京市海淀区中关村南大街12号119幢55号,"1,757 次",93.63 亿,695 家
苏州市职业大学关于学前教育虚拟仿真实训室建设的合同书,中标,合同,苏州市职业大学关于学前教育虚拟仿真实训室建设的合同书,,SZTMD2021-T-002,虚拟仿真实训室建设,397800.0,苏州市职业大学,学校,,,,苏州瀚志芃博智能科技有限公司 ,中标人     13915414332 ,397800.0,2021-05-20,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/296585063/b2,地址苏州市相城区华元路818号3层A8301-190工位（集群登记）,17 次,822.17 万,9 家
关于南京工程学院虚拟仿真实验教学平台升级服务项目单一来源公示,中标,中标结果,关于南京工程学院虚拟仿真实验教学平台升级服务项目单一来源公示,,,虚拟仿真实验教学平台升级服务项目,100000.0,南京工程学院,学校,,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",100000.0,2021-05-19,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/250763676/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
常州工程职业技术学院2020-2021年焊接资源库升级改进资源制作成交结果公告,中标,中标结果,常州工程职业技术学院2020-2021年焊接资源库升级改进资源制作成交结果公告,,HZ-CJC2021-010,"虚拟仿真,教学资源库资源建设,焊接资源库升级改进资源制作",565000.0,常州工程职业技术学院,学校,采购人-0519-86332111,常州市恒卓建设工程管理咨询有限公司,吴*-0519-83999268,博莱恩教育科技无锡有限公司 ,中标人     13771198329 ,565000.0,2021-05-19,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/250949347/b2,地址无锡市梁溪区清扬路81-504,3 次,142.35 万,1 家
河海大学虚拟仿真实验工作台采购项目中标公告,中标,中标结果,河海大学虚拟仿真实验工作台采购项目中标公告,,XHTC-HW-2021-0316,虚拟仿真实验工作台,329400.0,河海大学,学校,,新华招标有限公司,,南京星火共创信息科技有限公司 ,中标人     025-84814330 ,329400.0,2021-05-08,江苏,,,,,https://www.zhiliaobiaoxun.com/content/279496236/b2,地址南京市玄武区玄武大道699-27号5幢,44 次,"2,100.17 万",24 家
扬州大学中餐非物质文化遗产虚拟仿真项目中标结果公告,中标,中标结果,扬州大学中餐非物质文化遗产虚拟仿真项目中标结果公告,,YDS2021-4-19,中餐非物质文化遗产虚拟仿真项目,126000.0,扬州大学,学校,"于**-13705270989,陈**-0514-87979359",,,扬州市萤火虫网络科技有限公司 ,,126000.0,2021-04-30,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/266032309/b2,地址扬州市邗江区翠西苑二幢201,7 次,106.35 万,2 家
样品前处理虚拟仿真软件一期成交公告,中标,中标结果,样品前处理虚拟仿真软件一期成交公告,,NJJF-202104198986,样品前处理虚拟仿真软件,3690.0,南京高等职业技术学校,学校,采购人-025-86479352,解放号网络科技有限公司,"周*-15895914597,岳**-025-86479352",山东图灵锶科技有限公司 ,"中标人     0531-68655503 ,中标人     0531-80982629 ",246000.0,2021-04-30,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/355217977/b2,地址中国（山东）自由贸易试验区济南片区新泺大街1166号美莲广场6楼607B室,17 次,819.09 万,13 家
苏州市职业大学关于机械制造类专业实训室建设项目竞争性磋商成交公告,中标,中标结果,苏州市职业大学关于机械制造类专业实训室建设项目竞争性磋商成交公告,,SZSD202 1-C-0 05,"夹具结构认知与拆装虚拟仿真软件,实训室建设项目",1200000.0,苏州市职业大学,学校,赵**-0512-66503908,苏州时代招投标有限公司,陆*-0512-65294961,常州市思美创智能科技有限公司 ,"中标人     15961215080 ,中标人     13567135753 ",1200000.0,2021-04-27,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/355173727/b2,,9 次,377.8 万,3 家
苏州市职业大学关于学前教育虚拟仿真实训室建设竞争性谈判成交公告,中标,中标结果,苏州市职业大学关于学前教育虚拟仿真实训室建设竞争性谈判成交公告,,SZTMD2021-T-002,虚拟仿真实训室建设,397800.0,苏州市职业大学,学校,李*-0512-66507531,苏州市天美达招投标咨询服务有限公司,高*-0512-65231142-8005,苏州瀚志芃博智能科技有限公司 ,中标人     13915414332 ,397800.0,2021-04-25,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/306588296/b2,地址苏州市相城区华元路818号3层A8301-190工位（集群登记）,17 次,822.17 万,9 家
南通职业大学虚拟仿真实训基地项目合同公告,中标,合同,南通职业大学虚拟仿真实训基地项目合同公告,,Z320601200604,虚拟仿真实训基地项目,420000.0,南通职业大学,学校,采购人-13706286769,,,扬州汇鑫网络科技有限公司 ,中标人     13615237122 ,420000.0,2021-04-20,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/301994848/b2,地址扬州市蜀冈—瘦西湖风景名胜区瘦西湖路197号扬州北大科技园10号楼众创办公室15室,3 次,126.0 万,1 家
南京财经大学虚拟仿真实验教学平台系统网络安全等级保护测评服务成交结果公告,中标,中标结果,南京财经大学虚拟仿真实验教学平台系统网络安全等级保护测评服务成交结果公告,,NCJC202010309-服务05,虚拟仿真实验教学平台系统网络安全等级保护测评服务,50000.0,南京财经大学,学校,何**-025-86718577,,,江苏金盾检测技术有限公司 ,"中标人     15150585190 ,中标人     025-85557501 ,中标人     13675197713 ,中标人     13557711339 ,中标人     18052078696 ",50000.0,2021-04-20,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/289423810/b2,,384 次,11.02 亿,235 家
犬结膜瓣遮盖术虚拟仿真实验系统项目成交结果公告,中标,中标结果,犬结膜瓣遮盖术虚拟仿真实验系统项目成交结果公告,,YDS2021-1-4,犬结膜瓣遮盖术虚拟仿真实验系统项目,175000.0,实验室与设备管理处,政府及事业单位,"陈**-0514-87977298,王**-15861359252",,,扬州市萤火虫网络科技有限公司 ,,175000.0,2021-04-15,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/266033392/b2,地址扬州市邗江区翠西苑二幢201,7 次,106.35 万,2 家
南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚拟仿真实验及相关服务,中标,中标结果,南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚拟仿真实验及相关服务,,066021691004,"跨文化交易虚拟仿真实验及相关服务,跨文化交易纠纷解决虚拟仿真实验,跨文化交易磋商虚拟仿真实验",0.0,南京审计大学,学校,许**-025-58318724,江苏省设备成套股份有限公司,刘*-17705145025,上海逸景网络科技有限公司 ,"中标人     13671527478 ,单*     13391118022 ,中标人     021-65198529 ,张**     18001702998 ,李**     021-60835827 ",146500.0 135000.0,2021-04-14,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/355211712/b2,地址上海市奉贤区奉浦工业区奉浦大道111号7楼5069室,94 次,"2,158.56 万",48 家
南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚拟仿真实验及相关服务,中标,中标结果,南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚拟仿真实验及相关服务,,066021691004,"跨文化交易虚拟仿真实验及相关服务,跨文化交易纠纷解决虚拟仿真实验,跨文化交易磋商虚拟仿真实验",0.0,南京审计大学,学校,许**-025-58318724,江苏省设备成套股份有限公司,刘*-17705145025,浙江航大科技开发有限公司 ,"中标人     0571-88994459 ,中标人     13735589417 ,中标人     18768193754 ,张*     13989483193 ,刘*     0571-88999387 ",146500.0 135000.0,2021-04-14,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/355211712/b2,地址浙江省杭州市西湖区智汇众创中心1号楼703室,94 次,"2,284.25 万",52 家
中国矿业大学锅炉烟气超净净化虚拟仿真实验软件等中标结果公告,中标,中标结果,中国矿业大学锅炉烟气超净净化虚拟仿真实验软件等中标结果公告,,XGZ[2021]019,锅炉烟气超净净化虚拟仿真实验软件,929800.0,中国矿业大学,学校,王**-0516-83590279,徐州国信招标有限公司,夏**-0516-85936356,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",929800.0,2021-04-12,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/341761974/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,208 次,30.53 亿,83 家
中国矿业大学采掘空间瓦斯灾害预警与应急处置虚拟仿真实验教学项目中标结果公告,中标,中标结果,中国矿业大学采掘空间瓦斯灾害预警与应急处置虚拟仿真实验教学项目中标结果公告,,XGZ[2021]017,采掘空间瓦斯灾害预警与应急处置虚拟仿真实验教学项目,379700.0,中国矿业大学,学校,王**-0516-83590279,徐州国信招标有限公司,夏**-0516-85936356,徐州鼎诺电子科技有限公司 ,"王**     0516-83590251 ,朱**     0516-83590267 ,朱**     83590267 ,徐**     0516-83590287 ",379700.0,2021-04-12,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/341762325/b2,地址徐州市泉山区徐州工程学院大学科技园A座210、216室,48 次,1.86 亿,12 家
南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚...,中标,中标结果,南京审计大学面向一带一路沿线国家的产业链一体化贸易中的跨文化交易虚...,,066021691004,"虚拟仿真实验项目,虚拟仿真实验及相关服务,跨文化交易纠纷解决虚拟仿真实验",150000.0,南京审计大学,学校,许**-025-58318724,,,江苏省设备成套股份有限公司 ,"解**     15195931153 ,吴*     19906856516 ,周*     025-83312541 ,吴**     025-86636859 ,徐**     13951080552 ",150000.0,2021-04-12,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/317224329/b2,地址南京市山西路120号18至21层,195 次,9.61 亿,126 家
公共事务学院循证政策简报虚拟仿真系统中标（成交公告）,中标,中标结果,公共事务学院循证政策简报虚拟仿真系统中标（成交公告）,,G20HC0577,循证政策简报虚拟仿真系统,88200.0,公共事务学院,学校,,,,上海萌泰数据科技股份有限公司 ,"中标人     13818358762 ,中标人     021-55896880 ,中标人     13305510055 ",88200.0,2021-04-09,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/309489320/b2,地址上海市杨浦区国定路335号8006-9室,70 次,"3,218.1 万",38 家
公共事务学院循证社会工作在线虚拟仿真实验教学系统中标（成交公告）,中标,中标结果,公共事务学院循证社会工作在线虚拟仿真实验教学系统中标（成交公告）,,G20HC0576,循证社会工作在线虚拟仿真实验教学系统,96000.0,公共事务学院,学校,,,,上海萌泰数据科技股份有限公司 ,"中标人     13818358762 ,中标人     021-55896880 ,中标人     13305510055 ",96000.0,2021-04-09,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/309489231/b2,地址上海市杨浦区国定路335号8006-9室,70 次,"3,218.1 万",38 家
FZB2021- 005 盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设...,中标,中标结果,FZB2021- 005 盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设...,,FZB2021-005,"虚拟仿真实验教学一流课程涤纶筒子纱数字化染色设计虚拟仿真实验,酶活性测试及抑制剂含量检测",289800.0,盐城工学院,学校,,盐城工学院招投标管理办公室,"薛**-0515-88168897,周**-18361082089",南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",289800.0,2021-04-01,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/340122775/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
某部轮式底盘维修在线虚拟仿真课程采购（重新招标）评标结果公示,中标,中标结果,某部轮式底盘维修在线虚拟仿真课程采购（重新招标）评标结果公示,,2020-JLGCGY-F1001,轮式底盘维修在线虚拟仿真课程,849800.0,中国人民解放军某部,"军队,政府及事业单位",,中化商务有限公司,"周**-025-80821128,施**-025-89669673,赵*-025-89669602",北京图安世纪科技股份有限公司 ,"中标人     010-64467150 ,王**     19951431005 ",849800.0,2021-03-31,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/233052911/b2,地址北京市海淀区学清路8号（科技财富中心）A座3层A318,61 次,"5,636.7 万",43 家
FZB2021-005盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚拟仿真实验》培育项目单一来源采购预告,中标,中标结果,FZB2021-005盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚拟仿真实验》培育项目单一来源采购预告,,FZB2021-005,涤纶筒子纱数字化染色设计虚拟仿真实验,0.0,盐城工学院,学校,"周**-18361082089,孟**-0515-88168897,采购人-0515-88298682",,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2021-03-24,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/242768047/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
无锡职业技术学院多轴加工与虚拟仿真实验室设备项目的合同公告,中标,合同,无锡职业技术学院多轴加工与虚拟仿真实验室设备项目的合同公告,,JCECCG2020-9,"多轴加工与虚拟仿真实验室设备项目,五轴数控机床",3593400.0,无锡职业技术学院,学校,采购人-0510-81838723,,,武汉华中数控股份有限公司 ,"中标人     027-87180040 ,李**     028-87551337 ,田**     025-51821509 ,中标人     15827320903 ,中标人     13720262024 ",3593400.0,2021-03-24,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/291142632/b2,地址武汉市东湖开发区华工科技园,597 次,9.79 亿,299 家
金陵科技学院电子信息工程学院热敏电阻制造工艺及应用虚拟仿真实验教学系统建设,中标,中标结果,金陵科技学院电子信息工程学院热敏电阻制造工艺及应用虚拟仿真实验教学系统建设,,JSHX-2020JKY0268,热敏电阻制造工艺及应用虚拟仿真实验教学系统建设,280000.0,金陵科技学院,学校,徐**-18913805533,,,南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",280000.0,2021-03-24,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296562716/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
金陵科技学院建筑工程学院历史保护建筑顶升工程力学性能分析虚拟仿真实验,中标,中标结果,金陵科技学院建筑工程学院历史保护建筑顶升工程力学性能分析虚拟仿真实验,,JSHX-2020JKY0266,历史保护建筑顶升工程力学性能分析虚拟仿真实验,293000.0,金陵科技学院,学校,陈**-18913806103,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",293000.0,2021-03-24,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296565677/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
金陵科技学院材料工程学院基于理论模拟的高分子物理重要知识点可视化解读虚拟仿真教学项目,中标,中标结果,金陵科技学院材料工程学院基于理论模拟的高分子物理重要知识点可视化解读虚拟仿真教学项目,,JSHX-2020JKY0267,基于理论模拟的高分子物理重要知识点可视化解读虚拟仿真教学项目,300000.0,金陵科技学院,学校,采购人-18913806401,,,吉林省递力科技有限公司 ,"中标人     13069009555 ,中标人     13756932333 ,中标人     15590669279 ",300000.0,2021-03-24,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296565256/b2,地址吉林省长春市朝阳区工农大路1313号百脑汇长春店3楼CCA3C02柜位,10 次,502.3 万,5 家
FZB2021-005盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚...,中标,中标结果,FZB2021-005盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚...,,FZB2021-005,"虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚拟仿真实验》培育项目,校内内控机制会签",0.0,盐城工学院,学校,孟**-0515-88168897,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2021-03-24,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/283424261/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
中国矿业大学地学虚拟仿真与大数据中心-MapGIS DataStore、IGServer*1节点、IGServer-X等项目单一来源采购成交结果公告,中标,中标结果,中国矿业大学地学虚拟仿真与大数据中心-MapGIS DataStore、IGServer*1节点、IGServer-X等项目单一来源采购成交结果公告,,JSZJ-D(2021)002,"地学虚拟仿真与大数据中心-MapGISDataStore,IGServer1节点,IGServer-X",430000.0,中国矿业大学,学校,龙**-0516-83592010,江苏中际招标代理有限公司,李**-0516-83205176,武汉中地数码科技有限公司 ,"中标人     19947552030 ,李**     18627707753 ,中标人     027-87785588 ,中标人     18774972443 ,王**     15871457863 ",430000.0,2021-03-19,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/341761335/b2,地址武汉东湖新技术开发区关山大道598号武汉中地科技园综合楼A1100,714 次,10.77 亿,359 家
盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚拟仿真实验》培育项目单一来源公示,中标,中标结果,盐城工学院国家虚拟仿真实验教学一流课程《涤纶筒子纱数字化染色设计虚拟仿真实验》培育项目单一来源公示,,,"涤纶筒子纱数字化染色设计虚拟仿真实验,生产打样数值分析",0.0,盐城工学院,学校,孟**-0515-88168897,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2021-03-16,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/242768040/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
面向Web应用的人机结合系统测试虚拟仿真实验,中标,中标结果,面向Web应用的人机结合系统测试虚拟仿真实验,,YCTU2020-CS-09069-2,"虚拟仿真实验教学软件,虚拟仿真实验教学管理软件,人机结合系统测试虚拟仿真实验",248000.0,盐城师范学院,学校,刘**-0515-88258286,,,上海慧凝信息科技有限公司 ,"中标人     021-51816090 ,中标人     15821895357 ,中标人     021-51816060 ,徐**     0516-83590287 ,王**     0516-83590283 ",248000.0,2021-03-12,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/296549745/b2,地址中国（上海）自由贸易试验区郭守敬路498号8幢19号楼3层,96 次,"2,784.13 万",36 家
南通职业大学虚拟仿真实训基地项目[成交公告],中标,中标结果,南通职业大学虚拟仿真实训基地项目[成交公告],,Z320601200604（JT013）,虚拟仿真实训基地项目,420000.0,南通职业大学,学校,吴**-13615237122,南通市公共资源交易中心,,扬州汇鑫网络科技有限公司 ,中标人     13615237122 ,420000.0,2021-03-11,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/302014566/b2,地址扬州市蜀冈—瘦西湖风景名胜区瘦西湖路197号扬州北大科技园10号楼众创办公室15室,3 次,126.0 万,1 家
