url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设第3包智慧物流虚拟仿真运营实训室中标（成交）结果公告,中标,中标结果,2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设第3包智慧物流虚拟仿真运营实训室中标（成交）结果公告,,2021BFAHZ00746,"虚拟仿真实训室建设项目,智慧物流虚拟仿真运营实训室,一体化智慧教学管理平台",864900.0,安徽商贸职业技术学院,学校,赵**-0553-5972879,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",上海百蝶计算机信息有限公司 ,"中标人     18503611118 ,中标人     13472495763 ,中标人     012-62157970 ",864900.0,2021-07-07,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/317042154/b2,地址上海市长宁区广顺路33号8幢569室,110 次,"4,284.94 万",54 家
安庆医药高等专科学校护理实训室胸腹部检查虚拟仿真训练系统采购（二次）成交结果公告,中标,中标结果,安庆医药高等专科学校护理实训室胸腹部检查虚拟仿真训练系统采购（二次）成交结果公告,,CG-AQ-2021-274AQZB2021-0401,胸腹部检查虚拟仿真训练系统,607900.0,安庆医药高等专科学校,学校,,安庆市公共资源交易中心,"李**-0556-5306177,刘*-0556-5991151",国药控股安徽医疗器械有限公司 ,"中标人     18130770377 ,中标人     18226182208 ,中标人     18019579715 ,中标人     0551-66688026 ,中标人     13965095423 ",607900.0,2021-07-02,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/339417505/b2,地址安徽省合肥市蜀山区潜山北路525号三实大厦15、16层,943 次,15.35 亿,197 家
2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设第2包物流综合规划实训室中标（成交）结果公告,中标,中标结果,2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设第2包物流综合规划实训室中标（成交）结果公告,,2021BFAHZ00746,"虚拟仿真实训室建设项目,物流综合规划实训室",2029520.0,安徽商贸职业技术学院,学校,赵**-0553-5972879,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",天津聚悦科技有限公司 ,中标人     16600648080 ,2029520.0,2021-07-02,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/317042138/b2,地址天津市河西区怒江道北侧创智东园2-A1629,12 次,"1,081.1 万",8 家
安徽工程大学马克思主义学院虚拟仿真教学设备采购项目中标结果公告,中标,中标结果,安徽工程大学马克思主义学院虚拟仿真教学设备采购项目中标结果公告,,JY-AGC202103033,"虚拟仿真教学设备,智慧教师建设项目",1046000.0,安徽工程大学,学校,采购人-0553-2871413,北京建友工程造价咨询有限公司,吴**-15155302353,北京世纪超星信息技术发展有限责任公司 ,"中标人     18663781515 ,中标人     15008606028 ,中标人     13632446647 ,中标人     15642698668 ,中标人     010-57239316 ",1046000.0,2021-06-30,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/266211472/b2,地址北京市海淀区上地三街9号金隅嘉华大厦C座710室,"7,673 次",288.48 亿,"2,408 家"
蚌埠工艺美术学校幼儿保育实训室设备采购项目合同备案,中标,合同,蚌埠工艺美术学校幼儿保育实训室设备采购项目合同备案,,BB2021ZFCGZ150,"虚拟仿真实训系统模块,幼儿保育实训室设备",579632.0,蚌埠工艺美术学校,学校,采购人-0552-3163073,,,盛岚（北京）文化发展有限公司 ,"中标人     010-63833717 ,中标人     010-63266488 ",579632.0,2021-06-30,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/339498446/b2,地址北京市门头沟区石龙经济开发区永安路20号3号楼A-4981室,5 次,"1,272.35 万",2 家
安庆师范大学教务处虚拟仿真实验教学平台系统安全等级保护（二级等保）认证服务成交公示（AQSD2021-032(YC)）,中标,中标结果,安庆师范大学教务处虚拟仿真实验教学平台系统安全等级保护（二级等保）认证服务成交公示（AQSD2021-032(YC)）,,AQSD2021-032（YC）,虚拟仿真实验教学平台系统安全等级保护二级等保认证服务,50000.0,安庆师范大学教务处,政府及事业单位,,安徽宜城工程咨询有限公司,吴**-13971862132,安徽风雪网络安全测评有限公司 ,"李**     18130072718 ,中标人     18130075018 ,中标人     0551-65136788 ,中标人     18856071604 ,中标人     0551-85138788 ",50000.0,2021-06-25,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/295145861/b2,地址安徽省合肥市高新区浮山路99号行政研发及检测中心6楼,220 次,"5,395.68 万",142 家
安庆医药高等专科学校医学机能虚拟仿真实验中心建设项目成交结果公告,中标,中标结果,安庆医药高等专科学校医学机能虚拟仿真实验中心建设项目成交结果公告,,CG-AQ-2021-254AQZB-2021-0368,"医学虚拟仿真系统,电脑,桌椅,医学机能虚拟仿真实验中心建设项目",838000.0,安庆医药高等专科学校,学校,,安庆市公共资源交易中心,"李**-0556-5306177,柯**-0556-5991154",成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",838000.0,2021-06-22,安徽,安庆,,,,https://www.zhiliaobiaoxun.com/content/339434007/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
2021年蚌埠学院中央财政项目（第一批）第1包食品与生物工程虚拟仿真实验教学软件采购中标（成交）结果公告,中标,中标结果,2021年蚌埠学院中央财政项目（第一批）第1包食品与生物工程虚拟仿真实验教学软件采购中标（成交）结果公告,,2021BFAHZ01262,"虚拟仿真实验教学软件,中央财政项目,3D设计虚拟仿真软件",697000.0,蚌埠学院,学校,采购人-0552-3176108,安徽省政采项目管理咨询有限公司,"王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",安徽帝易教育科技有限公司 ,"中标人     15556535118 ,中标人     18130084377 ",697000.0,2021-06-18,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/317042429/b2,地址合肥市蜀山区汶水路电商园三期A区2号楼8层8852室,12 次,742.23 万,7 家
安徽大学2020年生物实验教学中心实验室建设项目第3包 单克隆抗体的工业化制备技术虚拟仿真实验室建设及服务,中标,中标结果,安徽大学2020年生物实验教学中心实验室建设项目第3包 单克隆抗体的工业化制备技术虚拟仿真实验室建设及服务,,JZJH2021-00742,"单克隆抗体的工业化制备技术虚拟仿真实验室建设及服务,计算机设备及软件,实验室建设项目",200000.0,安徽大学,学校,采购人-0551-63861283,,,上海馨正信息科技有限公司 ,"中标人     13901988924 ,中标人     021-67881665 ",200000.0,2021-06-18,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339405926/b2,地址上海市松江区石湖荡镇张庄村799弄11号-106室,35 次,884.79 万,18 家
安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目,中标,中标结果,安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目,,21AT01046803377,虚拟仿真实验中心平台建设项目,199500.0,安徽医科大学公共卫生学院,学校,,安徽安天利信工程管理股份有限公司,代理联系人-0551-63736751,南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",199500.0,2021-06-16,安徽,,,,,https://www.zhiliaobiaoxun.com/content/311953717/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设,中标,中标结果,2020年安徽商贸职业技术学院电子商务专业群虚拟仿真实训室建设,,2021BFAHZ00746,"虚拟仿真实训室建设项目,智慧物流虚拟仿真运营实训室建设,一体化智慧教学管理平台",868000.0,安徽商贸职业技术学院,学校,赵**-0553-5972879,"安徽省政采项目管理咨询有限公司,安徽合肥公共资源交易中心","王**-0551-66223781,李*-0551-66223646,刘*-0551-66223922,李*-0551-66223645",上海百蝶计算机信息有限公司 ,"中标人     18503611118 ,中标人     13472495763 ,中标人     012-62157970 ",864900.0,2021-06-16,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/314514280/b2,地址上海市长宁区广顺路33号8幢569室,110 次,"4,284.94 万",54 家
安徽大学2020年生物实验教学中心实验室建设项目第2包 固体制剂虚拟仿真系统采购,中标,中标结果,安徽大学2020年生物实验教学中心实验室建设项目第2包 固体制剂虚拟仿真系统采购,,JZJH2021-00739,"固体制剂虚拟仿真系统,计算机设备及软件,实验室建设项目",148600.0,安徽大学,学校,采购人-0551-63861283,,,安徽门捷科技发展有限公司 ,"中标人     17755107918 ,中标人     0551-65108827 ",148600.0,2021-06-16,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339419960/b2,地址合肥市庐阳区濉溪路312号67幢108室,40 次,"2,178.68 万",11 家
安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目成交候选人公示,中标,中标候选人,安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目成交候选人公示,,21AT0104680337 7,虚拟仿真实验中心平台建设项目,0.0,安徽医科大学公共卫生学院,学校,,安徽安天利信工程管理股份有限公司,代理联系人-0551-63736751,南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",0.0,2021-06-10,安徽,,,,,https://www.zhiliaobiaoxun.com/content/289171865/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目,中标,中标结果,安徽医科大学公共卫生学院虚拟仿真实验中心平台建设项目,,21AT01046803377,虚拟仿真实验中心平台建设项目,0.0,安徽医科大学公共卫生学院,学校,,安徽安天利信工程管理股份有限公司,代理联系人-0551-63736751,南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",0.0,2021-06-10,安徽,,,,,https://www.zhiliaobiaoxun.com/content/311951829/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,中标,中标结果,阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,,FSCG2021-00163,"VC发酵生产三维虚拟仿真实训系统,50米跑测试仪,红外光谱,自控发酵罐,触控一体机,教学设备,音乐智慧教室互动黑板,肺活量测试仪,胶凝成像分析系统",12585.0,阜阳师范大学,学校,采购人-0558-2595956,安徽鼎信项目管理股份有限公司,"代理联系人-15156544413,代理联系人-0551-65860136-8634",安徽易优思科技股份有限公司 ,"中标人     18156539797 ,中标人     13866797843 ,中标人     13083006212 ,中标人     13485697258 ,中标人     13866184555 ",839000.0 3894.0 19089.0 0.0,2021-06-01,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339488015/b2,地址合肥市蜀山区金寨路155号黄金广场6幢2414,660 次,80.41 亿,85 家
阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,中标,中标结果,阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,,FSCG2021-00163,"VC发酵生产三维虚拟仿真实训系统,50米跑测试仪,红外光谱,自控发酵罐,触控一体机,教学设备,音乐智慧教室互动黑板,肺活量测试仪,胶凝成像分析系统",12585.0,阜阳师范大学,学校,采购人-0558-2595956,安徽鼎信项目管理股份有限公司,"代理联系人-15156544413,代理联系人-0551-65860136-8634",安徽省吉利琴行有限公司 ,"中标人     13195579286 ,中标人     13305584008 ,汪**     15155989928 ,中标人     18365145878 ,胡*     0552-2074901 ",839000.0 3894.0 19089.0 0.0,2021-06-01,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339488015/b2,地址合肥市蜀山区望江西路与潜山路交口港汇广场商业A六层601,402 次,"4,533.51 万",181 家
阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,中标,中标结果,阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,,FSCG2021-00163,"VC发酵生产三维虚拟仿真实训系统,50米跑测试仪,红外光谱,自控发酵罐,触控一体机,教学设备,音乐智慧教室互动黑板,肺活量测试仪,胶凝成像分析系统",12585.0,阜阳师范大学,学校,采购人-0558-2595956,安徽鼎信项目管理股份有限公司,"代理联系人-15156544413,代理联系人-0551-65860136-8634",安徽瑞臣科学仪器有限公司 ,"中标人     18963784189 ,中标人     18100500801 ,王*     0558-2595956 ",839000.0 3894.0 19089.0 0.0,2021-06-01,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339488015/b2,地址合肥市蜀山区望江西路69号印象西湖花园公建区西组团2-2122室,148 次,"5,324.18 万",16 家
阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,中标,中标结果,阜阳师范大学2021年教学设备购置项目中标结果公告（第1、2、3、4、5包）,,FSCG2021-00163,"VC发酵生产三维虚拟仿真实训系统,50米跑测试仪,红外光谱,自控发酵罐,触控一体机,教学设备,音乐智慧教室互动黑板,肺活量测试仪,胶凝成像分析系统",12585.0,阜阳师范大学,学校,采购人-0558-2595956,安徽鼎信项目管理股份有限公司,"代理联系人-15156544413,代理联系人-0551-65860136-8634",安徽恒恩教育科技有限公司 ,中标人     19956542037 ,839000.0 3894.0 19089.0 0.0,2021-06-01,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/339488015/b2,地址安徽省合肥市高新区柏堰科技园香樟大道交口北侧太平洋森活城B1幢1106室,16 次,622.83 万,10 家
安徽大学2021年安徽省高校思政虚拟仿真体验教学中心建设项目采购合同,中标,合同,安徽大学2021年安徽省高校思政虚拟仿真体验教学中心建设项目采购合同,,JCHF2021-00088,"虚拟仿真体验教学中心建设项目,服务器",2728855.0,安徽大学,学校,采购人-0551-63861283,,,合肥卓瑞信息技术有限公司 ,"中标人     13349299068 ,中标人     13965142778 ,中标人     13739284512 ,中标人     13605606571 ,中标人     15555484227 ",2728855.0,2021-05-24,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339488986/b2,地址合肥市高新区创新大道2800号创新产业园二期J1楼C座8层801室,279 次,2.96 亿,65 家
2020年思政理论课3D虚拟仿真实践教学中心中标结果公告,中标,中标结果,2020年思政理论课3D虚拟仿真实践教学中心中标结果公告,,WH23CG2020HW9414,"虚拟仿真实验教学平台,虚拟仿真教学系统,虚拟仿真金课资源库系统,3D虚拟仿真实践教学中心,思政理论课3D模拟仿真实践教学中心项目",1029900.0,安徽机电职业技术学院,学校,采购人-0553-5972831,安徽省招标集团股份有限公司,张*-15339669491,安徽卷云信息技术有限公司 ,"中标人     0551-63667429 ,中标人     15805600671 ,王*     18130014336 ,中标人     13866134627 ,中标人     0551-63667428 ",1029900.0,2021-05-21,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/339409675/b2,地址合肥市高新区望江西路800号创新创业园D1楼6层南楼607-610室,95 次,1.23 亿,41 家
六安职业技术学院城建学院装配式建筑虚拟仿真实训考核系统设备采购项目,中标,中标结果,六安职业技术学院城建学院装配式建筑虚拟仿真实训考核系统设备采购项目,,,装配式建筑虚拟仿真实训考核系统设备,1049800.0,六安职业技术学院,学校,,中企华建友工程管理有限公司,,安徽三元众成信息科技有限公司 ,"中标人     18955112553 ,中标人     18156985285 ",1049800.0,2021-05-14,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/322919948/b2,地址安徽省合肥市高新区海亮九玺南7栋1304室,24 次,"2,293.47 万",11 家
巢湖学院电力系统变电站虚拟仿真软件采购项目成交公告,中标,中标结果,巢湖学院电力系统变电站虚拟仿真软件采购项目成交公告,,2021-HL-CG121,电力系统变电站虚拟仿真软件,68000.0,巢湖学院,学校,李**-0551-82362635,巢湖学院汇龙工程咨询有限公司,程*-15201925996,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",68000.0,2021-05-12,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/337521511/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,208 次,30.53 亿,83 家
六安职业技术学院城建学院装配式建筑虚拟仿真实训考核系统设备采购项目,中标,中标结果,六安职业技术学院城建学院装配式建筑虚拟仿真实训考核系统设备采购项目,,LAZY-202108,装配式建筑虚拟仿真实训考核系统设备,1049800.0,六安职业技术学院,学校,储**-18715455025,中企华建友工程管理有限公司,"代理联系人-0564-3279495,代理联系人-18075026071",安徽三元众成信息科技有限公司 ,"中标人     18955112553 ,中标人     18156985285 ",1049800.0,2021-04-29,安徽,六安,,,,https://www.zhiliaobiaoxun.com/content/312329329/b2,地址安徽省合肥市高新区海亮九玺南7栋1304室,24 次,"2,293.47 万",11 家
安徽财经大学2020年国家级虚拟仿真实验教学项目采购项...,中标,中标结果,安徽财经大学2020年国家级虚拟仿真实验教学项目采购项...,,2020BFQFZ00042,"虚拟仿真实验教学项目,虚拟仿真实验平台,虚拟仿真实验项目",0.0,安徽财经大学,学校,吴**-0552-3175828,安徽省政采项目管理咨询有限公司,"刘*-0551-66223923,陶*-0551-66223932",北京聚源锐思数据科技有限公司 ,"中标人     010-82601461 ,中标人     13581642301 ,周**     15801661214 ,中标人     15295574936 ,孟**     13801323277 ",396000.0 468000.0,2021-04-28,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/242636938/b2,地址北京市海淀区中关村东路18号9层B-1009,789 次,7.39 亿,199 家
安徽财经大学2020年国家级虚拟仿真实验教学项目采购项...,中标,中标结果,安徽财经大学2020年国家级虚拟仿真实验教学项目采购项...,,2020BFQFZ00042,"虚拟仿真实验教学项目,虚拟仿真实验平台,虚拟仿真实验项目",0.0,安徽财经大学,学校,吴**-0552-3175828,安徽省政采项目管理咨询有限公司,"刘*-0551-66223923,陶*-0551-66223932",中经网数据有限公司 ,"中标人     010-68140767 ,中标人     010-68558372 ,中标人     0519-85588166 ,王**     010-68558519 ,杨**     15868457264 ",396000.0 468000.0,2021-04-28,安徽,蚌埠,,,,https://www.zhiliaobiaoxun.com/content/242636938/b2,地址北京市西城区新街口外大街28号A座206号（德胜园区）,"1,037 次",15.46 亿,305 家
安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目,中标,中标结果,安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目,,21AT01023502131,小鼠致突变虚拟仿真实验,159000.0,安徽医科大学公卫学院,学校,,安徽安天利信工程管理股份有限公司,李**-0551-63736299,南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",159000.0,2021-04-28,安徽,,,,,https://www.zhiliaobiaoxun.com/content/311956074/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
皖江职业教育中心学校虚拟仿真实训室设备等项目中标公示,中标,中标结果,皖江职业教育中心学校虚拟仿真实训室设备等项目中标公示,,,"虚拟仿真实训室设备,虚拟仿真实训室用设备及耗材,摄影室用设备及耗材,实训用配件",24040.0,皖江职业教育中心学校,学校,何**-0555-8226033,,,马鞍山明睿文化传媒有限公司 ,,24040.0,2021-04-28,安徽,马鞍山,,,,https://www.zhiliaobiaoxun.com/content/243361003/b2,地址马鞍山市花山区湖南东路2899号1栋501-12,1 次,2.4 万,1 家
安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目成交候选人公示,中标,中标候选人,安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目成交候选人公示,,21AT0102350 2131,小鼠致突变虚拟仿真实验,0.0,安徽医科大学公卫学院,学校,,安徽安天利信工程管理股份有限公司,"王**-17756058390,李**-0551-63736299",南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",0.0,2021-04-23,安徽,,,,,https://www.zhiliaobiaoxun.com/content/295224743/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目,中标,中标结果,安徽医科大学公卫学院小鼠致突变虚拟仿真实验采购项目,,21AT01023502131,小鼠致突变虚拟仿真实验,0.0,安徽医科大学公卫学院,学校,,安徽安天利信工程管理股份有限公司,"王**-17756058390,李**-0551-63736299",南京莱医特电子科技有限公司 ,"中标人     025-86529811 ,中标人     18213009192 ,中标人     18251844789 ,陈**     0710-3592319 ,李*     18397911656 ",0.0,2021-04-23,安徽,,,,,https://www.zhiliaobiaoxun.com/content/311969043/b2,地址南京市雨花台区大周路32号D2南23F,316 次,1.18 亿,123 家
安徽交通职业技术学院智能汽车与工程机械虚拟仿真实训基地（一期）项目中标结果公告[院招第2021006号],中标,中标结果,安徽交通职业技术学院智能汽车与工程机械虚拟仿真实训基地（一期）项目中标结果公告[院招第2021006号],,院招第202 1006号,"智能汽车与工程机械虚拟仿真实训基地,智能网联汽车环境感知技术VR认知课程",1544800.0,安徽交通职业技术学院,学校,王**-13721079733,恒泰工程咨询集团有限公司,彭*-15240012766,科腾汇智信息技术有限公司 ,中标人     0551-62391578 ,1544800.0,2021-04-21,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339398221/b2,地址安徽省合肥市高新区望江西路900号创谷科技园A3A4栋516室,6 次,"1,417.14 万",4 家
安徽工商职业学院2020年城市轨道交通机电与通信信号虚拟仿真实训室项目采购合同,中标,合同,安徽工商职业学院2020年城市轨道交通机电与通信信号虚拟仿真实训室项目采购合同,,JZJH2021-00526,"城市轨道交通机电与通信信号虚拟仿真实训室项目,网络设备,行业应用软件",1980000.0,安徽工商职业学院,学校,采购人-13855126884,,,北京智联友道科技有限公司 ,"中标人     13963909992 ,中标人     15963261017 ,王*     18939574141 ,中标人     010-59519886 ,中标人     15810757992 ",1980000.0,2021-04-21,安徽,,,,,https://www.zhiliaobiaoxun.com/content/339398849/b2,地址北京市大兴区金苑路甲20号2幢2层205,261 次,2.18 亿,118 家
安徽大学2021年安徽省高校思政虚拟仿真体验教学中心建设中标（成交）结果公告[2021],中标,中标结果,安徽大学2021年安徽省高校思政虚拟仿真体验教学中心建设中标（成交）结果公告[2021],,2021BFAHZ00530,"虚拟仿真体验教学中心建设项目,LED",2728855.0,安徽大学,学校,采购人-0551-63861283,安徽省政府采购中心,"孙**-0551-66223869,李*-66223646,李*-0551-66223645",合肥卓瑞信息技术有限公司 ,"中标人     13349299068 ,中标人     13965142778 ,中标人     13739284512 ,中标人     13605606571 ,中标人     15555484227 ",2728855.0,2021-04-20,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339392990/b2,地址合肥市高新区创新大道2800号创新产业园二期J1楼C座8层801室,279 次,2.96 亿,65 家
安徽中医药高专公共卫生与预防医学虚拟仿真实训平台合同备案,中标,合同,安徽中医药高专公共卫生与预防医学虚拟仿真实训平台合同备案,,WH01CG2020HW9204,"虚拟仿真实验教学资源管理系统,公共卫生与预防医学虚拟仿真实训平台项目",1398000.0,安徽中医药高等专科学校,学校,,,,合肥新纽邦商贸有限公司 ,"中标人     18205690390 ,中标人     0551-68998137 ,中标人     15357208469 ,中标人     13485718258 ",1398000.0,2021-04-16,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/296049775/b2,地址合肥市蜀山区潜山路190号华邦世贸中心超高层写字楼2701室,54 次,"2,383.07 万",20 家
湖州师范学院理学院原子核碰撞虚拟仿真实验系统升级及相关视频录制采购项目单一来源采购公示,中标,中标结果,湖州师范学院理学院原子核碰撞虚拟仿真实验系统升级及相关视频录制采购项目单一来源采购公示,,XZ20 21-012,"虚拟仿真实验教学项目,重离子加速器中原子核碰撞虚拟仿真实验,原子核碰撞虚拟仿真实验系统升级及相关视频录制,开放性教学系统",0.0,湖州师范学院物理实验中心,政府及事业单位,,湖州师范学院采购中心,,安徽省科大奥锐科技有限公司 ,"中标人     17730041768 ,中标人     18295082234 ,中标人     18905607121 ,中标人     13085030057 ,中标人     0551-65333931 ",0.0,2021-04-15,安徽,,,,,https://www.zhiliaobiaoxun.com/content/238438980/b2,地址合肥市高新区天元路1号留学生园1号楼349室,163 次,"3,882.74 万",97 家
安徽国际商务职业学院信息工程学院实训室设备采购项目第2包 物联网虚拟仿真实训室建设,中标,中标结果,安徽国际商务职业学院信息工程学院实训室设备采购项目第2包 物联网虚拟仿真实训室建设,,JZJH2021-00477,"物联网虚拟仿真实训室建设,实训室设备,数据库管理系统",1375700.0,安徽国际商务职业学院,学校,葛**-0551-66319873,,,安徽大科有道信息技术有限公司 ,"中标人     0551-68998009 ,中标人     0551-68996400 ,中标人     0564-3713008 ",1375700.0,2021-04-13,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339399782/b2,地址安徽省合肥市高新区长江西路687号拓基城市广场金座B幢812,120 次,"8,490.94 万",35 家
安徽工商职业学院2020年城市轨道交通机电与通信信号虚拟仿真实训室项目采购合同,中标,合同,安徽工商职业学院2020年城市轨道交通机电与通信信号虚拟仿真实训室项目采购合同,,JZJH2021-00325,"城市轨道交通机电与通信信号虚拟仿真实训室项目,网络设备",980000.0,安徽工商职业学院,学校,采购人-0551-65659240,,,北京智联友道科技有限公司 ,"中标人     13963909992 ,中标人     15963261017 ,王*     18939574141 ,中标人     010-59519886 ,中标人     15810757992 ",980000.0,2021-03-25,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339553981/b2,地址北京市大兴区金苑路甲20号2幢2层205,261 次,2.18 亿,118 家
巢湖学院计算机系统结构实验室项目（二次）中标结果公告,中标,中标结果,巢湖学院计算机系统结构实验室项目（二次）中标结果公告,,ZB202101392,"虚拟仿真软件,学生机,计算机组成与结构试验平台,计算机系统结构实验室项目",1104240.0,巢湖学院,学校,李**-0551-82362635,安徽鼎信项目管理股份有限公司,"彭*-0551-65860109-5800,代*-18556525266",合肥赛乐教育科技有限公司 ,"中标人     13865993359 ,中标人     0551-62912350 ",1104240.0,2021-03-19,安徽,合肥,,,,https://www.zhiliaobiaoxun.com/content/339391523/b2,地址合肥市包河区滨湖明珠17栋1001室,12 次,712.47 万,2 家
安徽中医药高专公共卫生与预防医学虚拟仿真实训平台中标结果公告,中标,中标结果,安徽中医药高专公共卫生与预防医学虚拟仿真实训平台中标结果公告,,WH01CG2020HW9204,"虚拟仿真实验教学资源管理系统,公共卫生与预防医学虚拟仿真实训平台项目",1398000.0,安徽中医药高等专科学校,学校,汪**-13637136345,安徽新宏工程造价有限公司,"吕*-17730326584,汪**-13637136345",合肥新纽邦商贸有限公司 ,"中标人     18205690390 ,中标人     0551-68998137 ,中标人     15357208469 ,中标人     13485718258 ",1398000.0,2021-03-15,安徽,芜湖,,,,https://www.zhiliaobiaoxun.com/content/339388455/b2,地址合肥市蜀山区潜山路190号华邦世贸中心超高层写字楼2701室,54 次,"2,383.07 万",20 家
阜阳幼儿师范高等专科学校思政虚拟仿真教学综合服务平台项目,中标,中标结果,阜阳幼儿师范高等专科学校思政虚拟仿真教学综合服务平台项目,,,虚拟仿真教学综合服务平台项目,1944476.0,阜阳幼儿师范高等专科学校,学校,,,,杭州露电科技有限公司 ,中标人     17398041003 ,1944476.0,2021-03-12,安徽,阜阳,,,,https://www.zhiliaobiaoxun.com/content/227328845/b2,,11 次,672.38 万,6 家
