公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东铭迈驰翔经贸有限公司 ,"中标人     18253605131 ,中标人     0536-2221093 ,中标人     15853643161 ,中标人     18866779383 ,杜**     18365681699 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址山东省潍坊高新区新城街道玉龙社区玉清街以北金马路以东润福家园3号综合楼16层1601号,247 次,"8,494.68 万",61 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,亿维数字技术股份有限公司 ,"中标人     13666378678 ,刘*     13361033355 ,罗*     18865902822 ,宋**     18865307961 ,秦**     13325183300 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址济宁高新区海川路69号,"4,379 次",39.77 亿,754 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东伏波教育科技有限公司 ,中标人     13012998592 ,1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址山东省济南市历下区解放路62号五层5-A28室,18 次,245.09 万,7 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,青岛光线电子科技有限公司 ,"中标人     13658663399 ,中标人     15192040007 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址青岛市李沧区青山路601号17栋3单元501户,106 次,"4,520.19 万",16 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东骐骥生物科技有限公司 ,中标人     15662400444 ,1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址中国（山东）自由贸易试验区济南片区经十路汉峪金谷A4区3栋办公楼34层315,10 次,111.84 万,2 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,山东思睿教育科技有限公司 ,中标人     18615619911 ,1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址山东省济南市高新区工业南路63号海信贤文中心2号楼1009室,6 次,864.68 万,2 家
中标,中标结果,山东科技职业学院虚拟仿真实训室项目中标（成交）公告,,SDGP370000000202202006202,"工业机器人虚拟仿真实训室,虚拟仿真实训室项目,数控虚拟仿真实训室",0.0,山东科技职业学院,学校,采购人-0536-8187418,山东善信招标有限公司,孙**-0536-2258988,山东众博信息科技有限公司 ,"中标人     18660651050 ,中标人     0536-8886261 ,张**     13306462832 ,中标人     17616768686 ,李**     18663603909 ",748600.0 748567.0,2022-08-04,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/349240780/b2,地址山东省潍坊高新区新城街道樱前社区潍县中路5001号恒大名都16号商住楼212号,347 次,"7,439.66 万",114 家
中标,中标结果,山东科技职业学院虚拟仿真实训室项目中标（成交）公告,,SDGP370000000202202006202,"工业机器人虚拟仿真实训室,虚拟仿真实训室项目,数控虚拟仿真实训室",0.0,山东科技职业学院,学校,采购人-0536-8187418,山东善信招标有限公司,孙**-0536-2258988,烟台市程强信息科技有限公司 ,中标人     15688506148 ,748600.0 748567.0,2022-08-04,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/349240780/b2,地址山东省烟台市福山区聚福路555号,28 次,523.06 万,13 家
中标,中标结果,青岛科技大学虚拟仿真软件项目（1828）中标（成交）公告,,SDGP370000000202202006198,"虚拟仿真软件项目,人力资源管理竞争对抗比赛平台软件",0.0,青岛科技大学,学校,采购人-0532-88959027,山东三木招标有限公司,代理联系人-0531-66589933,山东润楚教育科技有限公司 ,"中标人     18954811668 ,中标人     18866883988 ",139000.0 0.0,2022-08-04,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/349193222/b2,地址山东省济南市市中区纬二路66号2号楼2楼2-13,13 次,442.18 万,7 家
中标,中标结果,青岛科技大学虚拟仿真软件项目（1828）中标（成交）公告,,SDGP370000000202202006198,"虚拟仿真软件项目,人力资源管理竞争对抗比赛平台软件",0.0,青岛科技大学,学校,采购人-0532-88959027,山东三木招标有限公司,代理联系人-0531-66589933,济南羽晟信息技术有限公司 ,,139000.0 0.0,2022-08-04,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/349193222/b2,地址山东省济南市市中区经一路88号明珠商务港2116室,1 次,0.0 万,1 家
中标,中标结果,济宁职业技术学院济宁职业技术学院汽车虚拟仿真实训室采购桌椅项目成交公告,,SDGP370800000202201001585_A,"汽车虚拟仿真实训室,组合家具,桌椅",33360.0,济宁职业技术学院,学校,,济宁市政府采购中心,王**-13905476805,济宁市六分商贸有限公司 ,,33360.0,2022-08-04,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349159866/b2,地址山东省济宁市邹城市峄山南路104国道收费站北侧千泉家居装饰城家具馆二楼,147 次,258.7 万,27 家
中标,中标结果,济源职业技术学院冶金综合实训共享基地项目中标结果公告,,济源采购-2022-559,"虚拟仿真实训系统,机械点检实训考核模拟仿真系统,仪表点检实训考核模拟仿真系统,虚拟生产仿真实训系统,综合实训共享基地项目,智能机电设备点检实训考核系统,铜冶炼生产虚拟仿真认知漫游系统,生产仿真认知系统",1360000.0,济源职业技术学院,学校,刘**-0391-6621033,河南永正项目管理有限公司,"张**-0391-5593166,张**-0391-6636766",山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",1360000.0,2022-08-04,山东,,,,,https://www.zhiliaobiaoxun.com/content/349241574/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院虚拟仿真实训平台采购合同公开,,SDGP370000000202202003787,"虚拟仿真实训平台,教学专用仪器",498800.0,山东体育学院,学校,采购人-89655181,,,济南思赛商贸有限公司 ,"中标人     13455154035 ,中标人     13806417197 ",498800.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100336/b2,地址山东省济南市历城区王舍人街道东都尚城5-2-2603,53 次,547.54 万,14 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院生命安全虚拟仿真设备采购合同公开,,SDGP370000000202202003788,"生命安全虚拟仿真设备,教学专用仪器",349290.0,山东体育学院,学校,采购人-89655181,,,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",349290.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100339/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,576 次",7.73 亿,553 家
中标,合同,【山东省本级】山东体育学院山东体育学院体育管理学院虚拟仿真课程服务合同公开,,SDGP370000000202202003786,"虚拟仿真课程服务,支撑软件开发服务",298000.0,山东体育学院,学校,采购人-89655181,,,上海卓越睿新数码科技股份有限公司 ,"中标人     13324099062 ,中标人     18690271181 ,中标人     021-60248600 ,中标人     15986307142 ,中标人     18186861086 ",298000.0,2022-08-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/349100347/b2,地址上海市徐汇区钦州北路1188号1幢901、902、903、904室,"1,378 次",110.04 亿,535 家
中标,中标结果,聊城市技师学院聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-建筑BIM实训配套机房采购项目成交公告,,SDGP371500000202201001355_A,"计算机网络系统工程,建筑BIM实训配套机房",479220.0,聊城市技师学院,学校,,聊城市采购中心,,聊城市畅瑞信息技术有限公司 ,,479220.0,2022-08-03,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/348770067/b2,地址山东省聊城市东昌府区柳园办事处东昌东路36号星光大厦1211室,1 次,47.92 万,1 家
中标,中标结果,德州职业技术学院电梯虚拟仿真设备及软件采购项目成交结果公告,,TLZBDZ-DZCG-20220707,电梯虚拟仿真设备及软件,210000.0,德州职业技术学院,学校,采购人-0534-2557077,山东通力招标有限公司,张**-13105345799,中国建筑科学研究院有限公司建筑机械化研究分院 ,"中标人     13831660655 ,中标人     13785468886 ,中标人     15389455781 ,韦*     15933648632 ",210000.0,2022-08-02,山东,德州,,,,https://www.zhiliaobiaoxun.com/content/348577906/b2,地址廊坊市广阳区金光道61号,13 次,466.71 万,6 家
中标,中标结果,山东医学高等专科学校检验虚拟仿真实训中心建设项目（2694）中标（成交）公告,,SDGP370000000202202004833,检验虚拟仿真实训中心建设项目,1189500.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东三木招标有限公司,郭*-0531-82979333,山东品创医教科技发展有限公司 ,中标人     13306412122 ,1189500.0,2022-08-02,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/348448589/b2,地址山东省济南市历城区华山街道渔洋路286号2号楼2107室,33 次,919.24 万,13 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目合同公示,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,物品",1246500.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,山东苏一光信息科技有限公司 ,"丰**     18953198507 ,中标人     15853119389 ",1246500.0,2022-08-02,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/348506450/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,35 次,"1,214.76 万",12 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目合同公示,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,物品",1025000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",1025000.0,2022-08-02,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/348511866/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,菏泽医学专科学校中医药类虚拟仿真软件库首期建设项目中标（成交）公告,,SDGP370000000202202005877,"中医药类虚拟仿真软件库首期建设项目,中医四诊技能训练系统,特定穴学习软件",524500.0,菏泽医学专科学校,学校,采购人-0530-5925896,山东龙脉招标有限公司,吕*-0531-85866868,山东国医慧联系统集成有限公司 ,中标人     15588850058 ,524500.0,2022-08-02,山东,菏泽,,,,https://www.zhiliaobiaoxun.com/content/348586182/b2,地址山东省济南市高新区龙奥北路海信龙奥九号1号楼1205,36 次,"2,716.49 万",11 家
中标,合同,【山东省本级】滨州医学院滨州医学院药学院虚拟仿真实验教学平台建设合同公开,,SDGP370000000202202001125,"虚拟仿真实验教学平台建设,数据库管理系统",102.0,滨州医学院,学校,,,,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",102.0,2022-08-01,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/348121578/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
中标,中标结果,【潍坊】潍坊护理职业学院机房升级改造，教学系统，WAF设备及磁盘阵列采购（2，3标段）成交结果公告,,,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,,,,潍坊瑞泰医疗器械有限公司 ,中标人     13606362979 ,256000.0 199000.0,2022-07-30,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/347344794/b2,地址山东省潍坊高新区新城街道凤凰社区宝通街以南、金马路以西华普克拉公寓1306号,17 次,106.32 万,3 家
中标,中标结果,【潍坊】潍坊护理职业学院机房升级改造，教学系统，WAF设备及磁盘阵列采购（2，3标段）成交结果公告,,,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,,,,济南协瑞信息技术有限公司 ,"中标人     13355311333 ,封*     15615238818 ,中标人     18396862055 ",256000.0 199000.0,2022-07-30,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/347344794/b2,地址山东省济南市历城区洪家楼西路39号2号楼1单元602室,21 次,376.05 万,10 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目--济南工程职业技术学院虚拟仿真实验教学中心（二期）项目智慧建造实训中心,,2022CGHW01Z5160,"虚拟仿真实验教学中心二期项目,智慧建造实训中心",0.0,济南工程职业技术学院,学校,,山东润知项目管理有限公司,,山东苏一光信息科技有限公司 ,,0.0,2022-07-29,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/347191512/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,,,
中标,中标结果,潍坊护理职业学院机房升级改造、教学系统、WAF设备及磁盘阵列采购（2、3标段）成交结果公告,,SDGP370700000202202000377,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,采购人-15094963505,潍坊华成项目管理咨询有限公司,宋**-0536-2256757,潍坊瑞泰医疗器械有限公司 ,中标人     13606362979 ,256000.0 199000.0,2022-07-29,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/347451748/b2,地址山东省潍坊高新区新城街道凤凰社区宝通街以南、金马路以西华普克拉公寓1306号,17 次,106.32 万,3 家
中标,中标结果,潍坊护理职业学院机房升级改造、教学系统、WAF设备及磁盘阵列采购（2、3标段）成交结果公告,,SDGP370700000202202000377,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,采购人-15094963505,潍坊华成项目管理咨询有限公司,宋**-0536-2256757,济南协瑞信息技术有限公司 ,"中标人     13355311333 ,封*     15615238818 ,中标人     18396862055 ",256000.0 199000.0,2022-07-29,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/347451748/b2,地址山东省济南市历城区洪家楼西路39号2号楼1单元602室,21 次,376.05 万,10 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,公共虚拟仿真实训中心",1025000.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",1025000.0,2022-07-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/346992808/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（二期）项目,,SDGP370100000202202000781,"虚拟仿真实验教学中心二期项目,智慧建造实训中心",1246500.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",山东苏一光信息科技有限公司 ,"丰**     18953198507 ,中标人     15853119389 ",1246500.0,2022-07-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/347001668/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,35 次,"1,214.76 万",12 家
中标,中标结果,山东科技大学马克思主义学院虚拟仿真课程视频录制中标（成交）公告,,SDGP370000000202202004466,虚拟仿真课程视频录制,0.0,山东科技大学,学校,,山东盛和招标代理有限公司,"代理联系人-0532-85659918,代理联系人-0532-66701999",济南爆点影视传媒有限公司 ,中标人     13705408784 ,49000.0 0.0,2022-07-27,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/346701925/b2,地址山东省济南市历城区万科城市之光北区15-3-1301,3 次,5.1 万,2 家
中标,中标结果,山东科技大学马克思主义学院虚拟仿真课程视频录制中标（成交）公告,,SDGP370000000202202004466,虚拟仿真课程视频录制,0.0,山东科技大学,学校,,山东盛和招标代理有限公司,"代理联系人-0532-85659918,代理联系人-0532-66701999",济南多壹点文化传媒有限公司 ,中标人     13810600781 ,49000.0 0.0,2022-07-27,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/346701925/b2,地址山东省济南市槐荫区阳光新路21号阳光100国际新城42号楼1单元201室,7 次,189.25 万,4 家
中标,中标结果,潍坊护理职业学院机房升级改造、教学系统、WAF设备及磁盘阵列采购项目（2、3标段）中标（成交）公告,,SDGP370700000202202000377,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,张**-0536-3887239,潍坊华成项目管理咨询有限公司,宋**-0536-2256757,潍坊瑞泰医疗器械有限公司 ,中标人     13606362979 ,256000.0 199000.0,2022-07-27,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/346684656/b2,地址山东省潍坊高新区新城街道凤凰社区宝通街以南、金马路以西华普克拉公寓1306号,17 次,106.32 万,3 家
中标,中标结果,潍坊护理职业学院机房升级改造、教学系统、WAF设备及磁盘阵列采购项目（2、3标段）中标（成交）公告,,SDGP370700000202202000377,"失智老人照护职业技能虚拟仿真教学系统,WAF设备,磁盘阵列,机房升级改造",0.0,潍坊护理职业学院,学校,张**-0536-3887239,潍坊华成项目管理咨询有限公司,宋**-0536-2256757,济南协瑞信息技术有限公司 ,"中标人     13355311333 ,封*     15615238818 ,中标人     18396862055 ",256000.0 199000.0,2022-07-27,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/346684656/b2,地址山东省济南市历城区洪家楼西路39号2号楼1单元602室,21 次,376.05 万,10 家
中标,中标结果,济宁学院重点专业建设项目中标（成交）公告,,SDGP370000000202202006051,"微藻固定烟气CO2生物质多联产虚拟仿真实验室建设维护,形象墙制作安装,安全工程实验实训系统,生物制药专业重点专业,重点专业建设项目,物理学重点专业",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东赛盟信息科技有限公司 ,"中标人     15610188078 ,中标人     0531-88982141 ,中标人     13964086868 ,杨*     13295410035 ,王**     17864186413 ",411700.0 419500.0 39800.0 468900.0 49500.0,2022-07-26,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/346237360/b2,地址山东省济南市历下区中林路66号中海紫御东郡11号楼1-704,92 次,"6,077.67 万",24 家
中标,中标结果,济宁学院重点专业建设项目中标（成交）公告,,SDGP370000000202202006051,"微藻固定烟气CO2生物质多联产虚拟仿真实验室建设维护,形象墙制作安装,安全工程实验实训系统,生物制药专业重点专业,重点专业建设项目,物理学重点专业",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东伏波教育科技有限公司 ,中标人     13012998592 ,411700.0 419500.0 39800.0 468900.0 49500.0,2022-07-26,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/346237360/b2,地址山东省济南市历下区解放路62号五层5-A28室,18 次,245.09 万,7 家
中标,中标结果,济宁学院重点专业建设项目中标（成交）公告,,SDGP370000000202202006051,"微藻固定烟气CO2生物质多联产虚拟仿真实验室建设维护,形象墙制作安装,安全工程实验实训系统,生物制药专业重点专业,重点专业建设项目,物理学重点专业",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,济宁锐扬广告工程有限公司 ,中标人     15563741333 ,411700.0 419500.0 39800.0 468900.0 49500.0,2022-07-26,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/346237360/b2,地址济宁市北门小区4号楼后东头安置平房,5 次,25.28 万,4 家
中标,中标结果,济宁学院重点专业建设项目中标（成交）公告,,SDGP370000000202202006051,"微藻固定烟气CO2生物质多联产虚拟仿真实验室建设维护,形象墙制作安装,安全工程实验实训系统,生物制药专业重点专业,重点专业建设项目,物理学重点专业",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东信则立实验设备有限公司 ,"中标人     15628855885 ,中标人     15315415209 ",411700.0 419500.0 39800.0 468900.0 49500.0,2022-07-26,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/346237360/b2,地址山东省济南市长清区芙蓉路3266号晶格广场三号楼4层417-2房间,16 次,559.34 万,6 家
中标,中标结果,济宁学院重点专业建设项目中标（成交）公告,,SDGP370000000202202006051,"微藻固定烟气CO2生物质多联产虚拟仿真实验室建设维护,形象墙制作安装,安全工程实验实训系统,生物制药专业重点专业,重点专业建设项目,物理学重点专业",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东鲁通世纪电子科技有限公司 ,中标人     18853189702 ,411700.0 419500.0 39800.0 468900.0 49500.0,2022-07-26,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/346237360/b2,地址山东省济南市高新区新宇路南首齐鲁软件园大厦二层207室,2 次,4.95 万,1 家
中标,合同,济南实验高级中学（济钢高中兴隆校区）虚拟仿真实验室项目合同公示,,SDGP370100000202202000219,"虚拟仿真实验室项目,智能化安装工程",595750.0,济南实验高级中学,学校,采购人-0531-58278927,,,中国联合网络通信有限公司济南市分公司 ,"中标人     15615312798 ,张*     15615316978 ,中标人     15653105616 ,刘**     15615317075 ,刘*     15615316025 ",595750.0,2022-07-22,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/345068475/b2,地址济南市市中区经十路21398号,"1,472 次",30.42 亿,450 家
中标,合同,潍坊职业学院机电学院智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目合同公示,,SDGP370700000202202000244,"智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目,行业应用软件",125.0,潍坊职业学院,学校,采购人-15966082678,,,山东春谷信息技术有限公司 ,"中标人     18678371717 ,王*     18363731052 ",125.0,2022-07-22,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/345003871/b2,地址山东省枣庄市滕州市姜屯镇镇政府（原镇文化服务中心大会议室）,27 次,"1,189.05 万",15 家
中标,合同,潍坊职业学院机电学院智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目合同公示,,SDGP370700000202202000244,"智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目,行业应用软件",134.0,潍坊职业学院,学校,采购人-15966082678,,,山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",134.0,2022-07-22,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/345003838/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,中标结果,山东省青岛卫生学校山东省青岛卫生学校药学教学软件采购项目中标公告,,,"药品经营质量管理GSP虚拟仿真实训平台软件,药品质量检验虚拟实训仿真平台软件,药学教学软件",596800.0,山东省青岛卫生学校,学校,采购人-0532-85978199,青岛采购招标中心有限公司,王*-0532-58760967,青岛云豹网络科技有限公司 ,中标人     15689925426 ,596800.0,2022-07-22,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/345060226/b2,地址山东省青岛市市北区芙蓉路132号3单元502户,5 次,191.06 万,3 家
中标,中标结果,滨州医学院药学院虚拟仿真实验教学平台建设中标（成交）结果公告,,SDGP370000000202202001125,虚拟仿真实验教学平台建设,1027000.0,滨州医学院,学校,采购人-0535-6913090,山东广信招标有限责任公司,朱**-0531-86955466,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",1027000.0,2022-07-21,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/344857979/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
中标,中标结果,济南实验高级中学济南实验高级中学（济钢高中兴隆校区）虚拟仿真实验室项目中标公告,,SDGP370100000202202000219,虚拟仿真实验室项目,595750.0,济南实验高级中学,学校,采购人-0531-58278517,山东望岁项目管理有限公司,傅**-0531-82727979,中国联合网络通信有限公司济南市分公司 ,"中标人     15615312798 ,张*     15615316978 ,中标人     15653105616 ,刘**     15615317075 ,刘*     15615316025 ",595750.0,2022-07-20,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/344564269/b2,地址济南市市中区经十路21398号,"1,472 次",30.42 亿,450 家
中标,中标结果,潍坊护理职业学院智慧黑板、临床护理虚拟仿真软件及课程建设设备采购第一标段、第二标段中标公告,,SDGP370700000202202000336,"临床护理虚拟仿真软件,智慧黑板,课程建设设备",11980.0,潍坊护理职业学院,学校,"采购人-15094963505,张**-0536-3887239",山东盛和招标代理有限公司,代理联系人-0536-8906159,中国移动通信集团山东有限公司 ,"王**     13805433993 ,中标人     15266911977 ,中标人     13953453137 ,中标人     15726168826 ,中标人     17854301086 ",119.0 260000.0,2022-07-19,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/344361350/b2,地址济南市经十路20569号,"2,653 次",218.35 亿,"1,101 家"
中标,中标结果,潍坊护理职业学院智慧黑板、临床护理虚拟仿真软件及课程建设设备采购第一标段、第二标段中标公告,,SDGP370700000202202000336,"临床护理虚拟仿真软件,智慧黑板,课程建设设备",11980.0,潍坊护理职业学院,学校,"采购人-15094963505,张**-0536-3887239",山东盛和招标代理有限公司,代理联系人-0536-8906159,山东威军医疗科技有限公司 ,中标人     13105451115 ,119.0 260000.0,2022-07-19,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/344361350/b2,地址山东省烟台市芝罘区桃园里74-3-11号,9 次,126.19 万,4 家
