公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,ZFCG-G2022043号许昌电气职业学院“许昌电气职业学院虚拟仿真综合实训基地建设项目(不见面开,,许采-2022-475,"虚拟仿真综合实训基地建设项目,虚拟仿真综合实训设备",0.0,许昌电气职业学院,学校,李**-13733612696,许昌市政府采购服务中心,李**-0374-2968687,,,,2022-06-21,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/336279222/b2
中标,中标结果,河南师范大学2022年物理学院公修课教学实验室建设项目成交公告,,GZHW-2022-23,"虚拟仿真实验系统,热学综合实验组合仪,燃料电池综合特性实验仪,实验室建设项目,大学物理仿真实验软件,傅里叶图像信息光学实验仪",899000.0,河南师范大学,学校,王**-0373-3326357,华新项目管理集团有限公司,林**-17839922092,河南云出科技有限公司,,899000.0,2022-06-21,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/334955539/b2
中标,中标结果,ZFCG-G2022043号许昌电气职业学院“许昌电气职业学院虚拟仿真综合实训基地建设项目(不见面开标)”中标结果公告,,许采-2022-475,"虚拟仿真综合实训基地建设项目,虚拟仿真综合实训设备",0.0,许昌电气职业学院,学校,李**-13733612696,许昌市政府采购服务中心,李**-0374-2968687,,,,2022-06-20,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/351931685/b2
中标,中标结果,河南工业职业技术学院建筑设计与构造虚拟仿真实训室项目,,豫财招标采购-2021-1464,"建筑设计与构造虚拟仿真实训室项目,物品",4219600.0,河南工业职业技术学院,学校,王**-13525689719,,,郑州博安贸易有限公司,温**-18937993531,4219600.0,2022-06-20,河南,驻马店,,,,https://www.zhiliaobiaoxun.com/content/340724756/b2
中标,中标结果,漯河食品职业学院2022年“双高校”建设虚拟仿真实训设备采购项目,,Z202200255,虚拟仿真实训设备,0.0,漯河食品职业学院,学校,,河南嘉泰工程管理有限公司,,,,,2022-06-17,河南,漯河,,,,https://www.zhiliaobiaoxun.com/content/351993016/b2
中标,中标结果,焦作师范高等专科学校应用电子技术教育专业实验实训室建设项目-公开招标公告,,焦采招标采购-2022-34,"电子技术虚拟仿真实验室建设,焊接生产性实训基地建设,实验实训室建设项目,通信工程及智能控制实验实训室建设,海尔智家实验研究中心建设",4361000.0,焦作师范高等专科学校,学校,王**-0391-3581117,元晟工程咨询有限公司,李*-15225065932,海尔智家实验研究中心,,4361000.0,2022-06-16,河南,焦作,,,,https://www.zhiliaobiaoxun.com/content/339611340/b2
中标,中标结果,河南师范大学外国语学院2022年虚拟仿真语言实训系统项目-中标公告,,豫财招标采购-2022-278,虚拟仿真语言实训系统项目,2289800.0,河南师范大学,学校,王**-0373-3326357,河南省公共资源交易中心,唐**-0371-65915561,郑州环之讯科技有限公司,,2289800.0,2022-06-15,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/333931131/b2
中标,中标结果,半实物虚拟仿真系统维修恢复评审结果公示,,2022-JLPFZZ-W3001,半实物虚拟仿真系统维修恢复,0.0,某单位,其他,"何**-0371-81629557,张**-0371-81629552","中招国际招标有限公司,中招国际招标有限公司河南分公司",,,,,2022-06-13,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341413747/b2
中标,中标结果,半实物虚拟仿真系统维修恢复评审结果公示(2022-JLPFZZ-W3001),,2022-JLPFZZ-W3001,半实物虚拟仿真系统维修恢复,0.0,中央军委后勤保障部,政府及事业单位,"赤**-0371-81629557,张**-0371-81629552","中招国际招标有限公司,中招国际招标有限公司河南分公司",,,,,2022-06-13,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/332173054/b2
中标,中标结果,河南应用技术职业学院虚拟仿真实训基地项目成交公告,,豫财磋商采购-2022-345,虚拟仿真实训基地项目,1442000.0,河南应用技术职业学院,学校,徐**-0371-86638856,国泰信华工程咨询有限公司,陈**-18838107642,河南誉迪信息技术有限公司,,1442000.0,2022-06-10,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/334553976/b2
中标,中标结果,河南科技大学河南黄河文化国际交流研究院项目-成交公告,,豫财磋商采购-2022-143,"虚拟仿真体验与实践项目定制开发服务,文化国际交流研究院项目,多功能语料库检索管理平台,全彩LED显示屏",0.0,河南科技大学,学校,,河南省公共资源交易中心,"王**-0371-65915565,黄**-0379-65627683","洛阳云志电子工程有限公司
河南魔力桥教育科技有限公司",,"1098000.0
645680.0",2022-06-10,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/334553926/b2
中标,中标结果,中国烟草总公司郑州烟草研究院工程设计虚拟仿真系统建设配套软硬件采购项目中标结果公示,,HNZB[2021]N1169号,虚拟仿真系统建设配套软硬件,0.0,中国烟草总公司郑州烟草研究院,政府及事业单位,魏**-0371-67672377,河南招标采购服务有限公司,李*-0371-65993320,"河南瑞之霆智能科技有限公司
鲸驰信息技术有限公司",,"392500.0
536000.0",2022-06-09,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341452515/b2
中标,中标结果,漯河食品职业学院2022年“双高校”建设虚拟仿真实训设备采购项目-成交公告,,漯采磋商采购-2022-22,"虚拟仿真实训系统,虚拟仿真实训设备",1689900.0,漯河食品职业学院,学校,李**-0395-5831069,河南嘉泰工程管理有限公司,魏**-18539527774,河南恒茂创远科技股份有限公司,,1689900.0,2022-06-08,河南,漯河,,,,https://www.zhiliaobiaoxun.com/content/330642379/b2
中标,中标结果,ZFCG-G2022031号许昌职业技术学院“许昌职业技术学院财务管理专业资源库课程项目（不见面开标）”中标结果公...,,许采-2021-1534,"虚拟仿真,音频,财务管理专业资源库课程项目",1278900.0,许昌职业技术学院,学校,"王**-18637418007,蒲*-18637402226",许昌市政府采购服务中心,李**-0374-2968687,河南函雨奇典电子科技有限公司,,1278900.0,2022-06-08,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/334557894/b2
中标,中标结果,黄河水利职业技术学院集成电路技术应用实训室建设项目成交公告,,豫财磋商采购-2022-366,"集成电路制造虚拟仿真教学平台,电子产品设计创新云平台,集成电路应用开发资源系统,集成电路开发教学平台,实训室建设项目,智能芯片分选机,集成电路设计数据中心智能管理系统,集成电路设计验证平台,集成电路开发设计资源系统",2869800.0,黄河水利职业技术学院,学校,刘**-0371-23658039,河南招标采购服务有限公司,秦**-0371-22331167,河南固睿智能科技有限公司,,2869800.0,2022-06-06,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/334560316/b2
中标,中标候选人,中国烟草总公司郑州烟草研究院工程设计虚拟仿真系统建设配套软硬件采购项目中标候选人公示,,HNZB[2021]N1169号,虚拟仿真系统建设配套软硬件,0.0,中国烟草总公司郑州烟草研究院,政府及事业单位,魏**-0371-67672377,河南招标采购服务有限公司,李*-0371-65993320,"河南瑞之霆智能科技有限公司
鲸驰信息技术有限公司",,"395100.0
548000.0",2022-06-02,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341450361/b2
中标,合同,关于鹤壁职业技术学院虚拟仿真实训管理与分析系统项目的合同,,HBCG-2022-0046,虚拟仿真实训管理与分析系统项目,0.0,鹤壁职业技术学院,学校,,中旭腾飞工程管理有限公司,,,,,2022-06-01,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/329022967/b2
中标,中标结果,鹤壁职业技术学院工业机器人虚拟仿真实训中心项目-验收报告公示,,鹤财磋商采购-2021-82,"工业机器人虚拟仿真实训中心项目,教学专用仪器",0.0,鹤壁职业技术学院,学校,李*-13939260746,,,杭州维讯机器人科技有限公司,李**-13503863757,0.0,2022-06-01,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/334557352/b2
中标,中标结果,鹤壁职业技术学院虚拟仿真实训管理与分析系统项目,,鹤财单一采购-2022-3-A,"虚拟仿真实训管理与分析系统项目,通用应用软件",890000.0,鹤壁职业技术学院,学校,程**-0392-3330815,,,鹤壁云梦大数据发展有限公司,郑*-15670065920,890000.0,2022-05-30,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/328497202/b2
中标,中标结果,河南交通职业技术学院智能新能源汽车技术虚拟仿真实训基地建设（一期）项目-中标公告,,豫财招标采购-2022-3132,虚拟仿真实训基地建设一期项目,0.0,河南交通职业技术学院,学校,柴**-0371-60868089,河南豫信招标有限责任公司,王*-0371-61312379,,,,2022-05-24,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/327319909/b2
中标,中标结果,河南交通职业技术学院建筑工程智能建造虚拟仿真实训基地项目-中标公告,,豫财招标采购-2022-350,"虚拟仿真实训基地项目,装配式核心课程教学体系开发",0.0,河南交通职业技术学院,学校,柴**-0371-60868089,河南宏业建设管理股份有限公司,"张**-0371-56505020,汪**-18538593823","河南建科软件技术有限公司
南建科软件技术有限公司",,"4409000.0
4409000.0",2022-05-24,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341677573/b2
中标,中标结果,河南交通职业技术学院道路桥梁工程技术专业群建设质量提升项目中标公告,,豫财招标采购-2022-316,"道桥工程三维识图虚拟仿真实训系统,道路桥梁工程技术专业群建设质量提升项目,教学拓展案例,公路工程虚实结合教学实训平台,教学微课,城市轨道仿真综合",2363000.0,河南交通职业技术学院,学校,李**-18137111663,河南省亿达工程管理咨询有限公司,张**-13939877835,郑州青江石商贸有限公司,,2363000.0,2022-05-18,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341679630/b2
中标,合同,河南应用技术职业学院VR 虚拟仿真实训基地项目合同,,豫财招标采购-2022-191,"VR虚拟仿真实训基地项目,计算机设备及软件",2038800.0,河南应用技术职业学院,学校,徐**-0371-86638856,,,河南人从众教育科技有限公司,张**-15036816885,2038800.0,2022-05-17,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/325734851/b2
中标,中标结果,河南机电职业学院思政课虚拟仿真研创中心建设项目成交结果公告,,HNBXCZ[2022]046,"虚拟仿真研创中心建设项目,智慧教室终端,智慧终端嵌入式管理系统,多功能直录播平台系统,多功能讲台",940000.0,河南机电职业学院,学校,王**-0371-85901013,河南博鑫创展工程管理有限公司,韩**-0371-55891678,河南靛青教育科技发展有限公司,,936800.0,2022-05-17,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/325880425/b2
中标,中标结果,酒店服务技能虚拟仿真实训建设项目-客房餐饮服务类虚拟仿真实训,,豫财磋商采购-2021-1050,"酒店服务技能虚拟仿真实训建设项目,计算机设备及软件",1099800.0,黄河水利职业技术学院,学校,刘**-0371-23658039,,,郑州学一电子科技有限公司,,1099800.0,2022-05-09,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/323414554/b2
中标,合同,VR虚拟仿真实训中心劥购置项目合同-验收报告公示,,郑财招标采购-2020-345,"VR虚拟仿真实训中心设备,物品",0.0,郑州职业技术学院,学校,常**-0371-64961199,,,深圳国泰安教育技术有限公司,许**-18768869990,0.0,2022-04-26,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/316562994/b2
中标,中标结果,河南工业职业技术学院智能制造类VR虚拟仿真实训中心建设项目-中标公告,,豫财招标采购-2022-190,VR虚拟仿真实训中心建设项目,3675850.0,河南工业职业技术学院,学校,冯**-0377-83663603,至诚工程咨询有限公司,"张**-0377-60568108,张**-17716216181",河南安强科贸有限公司,,3675850.0,2022-04-25,河南,南阳,,,,https://www.zhiliaobiaoxun.com/content/316144967/b2
中标,中标结果,关于情景化库存管理与仓储自动化虚拟仿真软件项目的采购结果公告,,郑州工院政采询价20220021,情景化库存管理与仓储自动化虚拟仿真软件项目,0.0,郑州工程技术学院,学校,,,,河南开宝大数据科技有限公司,,0.0,2022-04-22,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/314099895/b2
中标,中标结果,黄河水利职业技术学院测绘地理信息场景化仿真资源采购项目成交公告,,HYZC2022-011,"农作物监测虚拟仿真项目,测绘地理信息场景化仿真资源,空间数据智能获取与处理虚拟仿真项目,基于综合感知技术的重要设施变形监测虚拟仿真项目,三维激光移动测量虚拟仿真项目,古建筑精细化重构虚拟仿真项目",884500.0,黄河水利职业技术学院,学校,刘**-0371-23658039,河南招标采购服务有限公司,秦**-0371-22331167,河南誉迪信息技术有限公司,,884500.0,2022-04-21,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/313393414/b2
中标,中标结果,河南应用技术职业学院VR 虚拟仿真实训基地项目-中标公告,,豫财招标采购-2022-191,"VR虚拟仿真实训基地项目,VR安全教育系统,VR屏系统,工程识图VR虚拟仿真实训系统,构造识图VR仿真实训系统,三维空间定位与追踪系统",2038800.0,河南应用技术职业学院,学校,张**-13674937898,河南永合工程咨询有限公司,李**-0371-55002839,河南人从众教育科技有限公司,,2038800.0,2022-04-20,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/313023975/b2
中标,中标结果,黄河水利职业技术学院信息安全运营中心建设项目-中标公告,,豫财招标采购-2021-1588,"云等保虚拟仿真实验平台,三层交换机,防火墙,网络攻防竞赛平台,交换机线揽,信息安全运营中心建设项目,信息安全教学资源库,信息安全教学实训平台",0.0,黄河水利职业技术学院,学校,刘**-0371-23658039,河南省教育招标服务有限公司,焦**-0371-56058511,"中国通信建设集团有限公司
丰沃创新（北京）科技有限公司
河南网训教育科技有限公司",,"996230.0
1784000.0
0.0",2022-04-19,河南,开封,,,,https://www.zhiliaobiaoxun.com/content/313390731/b2
中标,中标结果,郑州市科技工业学校-机电虚拟仿真机房实训室建设成交公告,,HYHNZX-2022-KG0401-01,"机电虚拟仿真机房实训室建设,机电虚拟仿真机房教学设备和软件",0.0,郑州市科技工业学校,学校,罗**-18103713453,环宇项目管理有限公司,李**-0371-66633152,"郑州百城会电子科技有限公司
百城会电子科技有限公司",,"482550.0
482550.0",2022-04-18,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341691426/b2
中标,中标候选人,授课竞赛课件及虚拟仿真软件制作成交候选人公示（2022-JLPFZZ-F4020）,,2022-JLPFZZ-F4020,授课竞赛课件及虚拟仿真软件制作,0.0,中央军委后勤保障部,政府及事业单位,"刘**-13526588603,马**-18638705070",公诚管理咨询有限公司,任**-15333731295,"速度时空信息科技股份有限公司
河南良辰文化传播有限公司",,"153040.0
115000.0",2022-04-18,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/311714151/b2
中标,中标候选人,授课竞赛课件及虚拟仿真软件制作成交候选人公示,,2022-JLPFZZ-F4020,授课竞赛课件及虚拟仿真软件制作,0.0,某部,政府及事业单位,"马**-18638705070,刘**-13526588603",公诚管理咨询有限公司,任**-15333731295,"速度时空信息科技股份有限公司
河南良辰文化传播有限公司",,"153040.0
115000.0",2022-04-17,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341676321/b2
中标,中标结果,河南经贸职业学院装配式建筑实训系统采购项目成交公告,,HNZB202204004,"装配式建筑虚拟仿真系统,装配式建筑实训系统",668400.0,河南经贸职业学院,学校,王**-0371-86660417,智博国际工程咨询有限公司,刘**-0371-68638111,河南联之顺电子科技有限公司,,668400.0,2022-04-16,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/316501479/b2
中标,中标结果,鹤壁职业技术学院虚拟仿真实训管理与分析系统项目结果公示,,HBJKGG-2022-019,虚拟仿真实训管理与分析系统项目,783690.0,鹤壁云梦大数据发展有限公司,民营企业,郭**-13939297866,鹤壁市经开工程管理服务有限公司,梁**-0392-6879781,河南省风速科技有限公司,,783690.0,2022-04-15,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/313563267/b2
中标,中标结果,中国人民解放军某部某船操纵虚拟仿真实验系统评标结果公示,,0747-2167SCCHB510,操纵虚拟仿真实验系统项目,398200.0,中国人民解放军某部,"军队,政府及事业单位",,中化商务有限公司,"李*-18911319407,李*-18911318937",武汉大学,,398200.0,2022-04-14,河南,,,,,https://www.zhiliaobiaoxun.com/content/308623365/b2
中标,中标结果,ZFCG-G2022017号许昌职业技术学院“许昌职业技术学院智慧财务项目(不见面开标)”-成交公告,,许采-2021-2118,"智慧财务虚拟仿真中心平台,智慧财务项目,python数据展示清洗爬取挖掘与分析平台,公司估值虚拟仿真实训平台,财务可视化分析虚拟仿真实训平台,智能财务预警虚拟仿真实训平台,区块链业财税融合企业经营实战平台,区块链税务管理实训平台,区块链全面预算管理实训平台,区块链投融资决策管理实训平台",0.0,许昌职业技术学院,学校,"蒲*-18637402226,宋**-15893737006",许昌市政府采购服务中心,李**-0374-2968687,"江苏一鼎堂软件科技有限公司
杭州大河在线教育科技有限公司",,"1630240.0
1160000.0",2022-04-11,河南,许昌,,,,https://www.zhiliaobiaoxun.com/content/316313785/b2
中标,中标结果,三门峡职业技术学院汽车学院智能网联汽车检测与运维1+X证书培训基地建设项目成交公告,,三财公开采购-2022-13,"虚拟仿真测试系统,实训车,激光雷达实验系统,毫米波雷达实验系统,超声波雷达实验系统,智能网联整车综合应用软件,车载网络功能区,智能网联学生测试终端数据传输系统,智能网联学生测量终端面板,智能网联整车道路测试包,智能网联汽车检测与运维1X证书培训基地建设项目,自动驾驶功能区,线控底盘系统实验台,万用表,视觉传感器实验实训台,传感器感知测试软件,手持式示波器及测试仪器套装,万用接线盒及拆装工具套装",0.0,三门峡职业技术学院,学校,曾**-15238927023,国泰信华工程咨询有限公司,陆**-15639885310,"河南东烁商贸有限公司
河南顾念电子科技有限公司",,"0.0
0.0",2022-04-08,河南,三门峡,,,,https://www.zhiliaobiaoxun.com/content/305315640/b2
中标,中标结果,洛阳师范学院外国语学院新外语智慧交互虚拟仿真实训中心项目-验收报告公示,,豫财磋商采购-2021-149,"智慧交互虚拟仿真实训中心项目,仪器仪表",0.0,洛阳师范学院,学校,王**-0379-68618249,,,上海外语音像出版社有限公司,祁**-021-35373038,0.0,2022-04-07,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/304254261/b2
中标,中标结果,洛阳师范学院马克思主义学院思政课虚拟仿真体验教学中心建设项目-验收报告公示,,豫财磋商采购-2021-147,"虚拟仿真体验教学中心建设项目,仪器仪表",0.0,洛阳师范学院,学校,王**-0379-68618249,,,洛阳凯星电子科技有限公司,,0.0,2022-04-07,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/304259839/b2
中标,中标结果,外语虚拟仿真情景实训系统采购项目中标公示,,洛直军采招标（2022）0111号,外语虚拟仿真情景实训系统,0.0,驻洛某部,政府及事业单位,胡**-0379-69843940,智远工程管理有限公司,马**-0379-60667958,"南京禹步信息科技有限公司
北京东方瑞丰航空技术有限公司
贵州云矩科技有限公司",,"2856888.0
2676000.0
3000000.0",2022-04-06,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/313563250/b2
中标,中标结果,外语虚拟仿真情景实训系统采购项目中标公示（2022-JY44-W1003）,,2022-JY44-W1003,外语虚拟仿真情景实训系统,0.0,驻洛某部,政府及事业单位,胡**-0379-69843940,智远工程管理有限公司,马**-0379-60667958,"南京禹步信息科技有限公司
北京东方瑞丰航空技术有限公司
贵州云矩科技有限公司",,"2856888.0
2676000.0
3000000.0",2022-04-06,河南,洛阳,,,,https://www.zhiliaobiaoxun.com/content/303522756/b2
中标,中标结果,三门峡职业技术学院智能制造学院机械工程虚拟仿真实训中心建设项目-中标公告,,SGZ[2022]082-ZC037,机械工程虚拟仿真实训中心建设项目,2468000.0,三门峡职业技术学院,学校,曾**-15238927023,河南飞洋建设工程咨询有限公司,"齐*-18639866463,齐*-0398-3191903",河南仪迈科技有限公司,,2468000.0,2022-04-02,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/341615441/b2
中标,中标结果,虚拟仿真平台竞争性谈判公示（2021-JY43-W3393）,,2021-JY43-W3393,虚拟仿真平台,215000.0,中央军委后勤保障部,政府及事业单位,"陈**-0371-81639660,崔**-0371-81639657",,,航天信息股份有限公司,,215000.0,2022-04-01,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/302681506/b2
中标,中标结果,ZFCG-G2022002-1号许昌职业技术学院“许昌职业技术学院学生公寓人脸识别管理系统项目(不见面开标)”-评标公示,,ZFCG-G202 2002-1号,"建筑型材轧制成型虚拟仿真综合实训系统,人脸识别测温一体机,智慧中心项目,身份验证移动终端,路演创业实训建设项目,人脸识别管理系统项目,信息化安防监控设备及安装项目,3D打印机设备,形状记忆合金丝,扁平红外半球摄像机,高清数字降噪拾音器配电箱,手持色彩扫描枪,可视化监管和及应急指挥系统",1820000.0,登封市公安局看守所、武警中队,其他,,,,深圳华颐智能系统有限公司,刘**-0755-86953664,1811000.0,2022-04-01,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/302624960/b2
中标,中标结果,河南女子职业学院1+X幼儿照护虚拟仿真教学资源平台软件项目成交公告,,YJZB-2022-03,幼儿照护虚拟仿真教学资源平台软件项目,345000.0,河南女子职业学院,学校,徐**-0373-5960067,河南省豫教招标有限公司,李**-0371-69691681,郑州宝之达电子科技有限公司,,345000.0,2022-03-30,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/302227167/b2
中标,中标结果,郑州大学历史学院中原考古虚拟仿真实验室改造项目-验收报告公示,,豫财竞谈-2021-85,"考古虚拟仿真实验室改造项目,仪器仪表",0.0,郑州大学,学校,陈*-18625562814,,,河南东方智航数字科技有限公司,韩**-18637198759,0.0,2022-03-29,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/301874609/b2
中标,中标结果,三门峡职业技术学院1+X幼儿照护实训基地建设项目成交公告,,SGZ[2022]074-ZC032,"婴幼儿3D交互式保育虚拟仿真实训平台定制开发,幼教专用一体机,多媒体讲,仿真娃娃,幼儿照护实训基地建设项目,幼儿照护实训基地建设设备,幼儿生活实训套件,幼儿早期发展指导套件,幼儿气道梗阻训练设备,幼儿日常保健实训套件,幼儿身心发展实训套件,婴幼儿抚触台及模型,电脑桌椅,模拟评测仿真实训平台定制开发,护安全防护套件,幼儿心肺复苏仿,真训练箱,儿专用教具柜",605500.0,三门峡职业技术学院,学校,曾**-15238927023,河南友拓工程管理有限公司,"郭*-18603988358,解**-0398-2938992",河南沃宏电子科技有限公司,,605500.0,2022-03-22,河南,三门峡,,,,https://www.zhiliaobiaoxun.com/content/297932761/b2
中标,中标结果,学院“省级高技能人才培养示范基地项目”采购虚拟仿真实训中心、技能大赛实训中心设备,,驻政采购-2021-12-35,"虚拟仿真实训中心,物品,技能大赛实训中心设备",5380000.0,驻马店技师学院,学校,冯**-0396-2719681,,,深圳国腾安职业教育科技有限公司,梁*-13526427791,5380000.0,2022-03-16,河南,驻马店,,,,https://www.zhiliaobiaoxun.com/content/345654603/b2
中标,中标结果,学院“省级高技能人才培养示范基地项目”采购虚拟仿真实训中心、技能大赛实训中心设备,,驻政采购-2021-12-35,"虚拟仿真实训中心技能大赛实训中心设备,物品",5380000.0,驻马店技师学院,学校,冯**-0396-2719681,,,深圳国腾安职业教育科技有限公司,梁*-13526427791,5380000.0,2022-03-10,河南,驻马店,,,,https://www.zhiliaobiaoxun.com/content/340580420/b2
中标,中标结果,鹤壁职业技术学院虚拟仿真实训管理与分析系统项目-成交公告,,HBCG-2022-0046,"虚拟仿真综合实训平台项目,虚拟仿真3D立体交互系统,虚拟仿真实训管理与分析系统项目",890000.0,鹤壁职业技术学院,学校,,中旭腾飞工程管理有限公司,"吕**-0392-3887788,刘**-0392-3296668",鹤壁云梦大数据发展有限公司,,890000.0,2022-03-03,河南,鹤壁,,,,https://www.zhiliaobiaoxun.com/content/339947994/b2
中标,中标结果,河南城建学院空间数字化与交互体验虚拟仿真实验教学项目暨虚拟仿真省级一流课程建设项目磋商结果公示,,hncjysxy-cs21-06,"空间数字化与交互体验虚拟仿真实验教学项目,虚拟仿真省级一流课程建设项目",270000.0,河南城建学院,学校,黄**-0375-2089067,河南慧霖工程管理服务有限公司,孙**-0375-6161678,安瑞亿特（河南）信息科技有限公司,,268800.0,2022-03-01,河南,平顶山,,,,https://www.zhiliaobiaoxun.com/content/339784990/b2
中标,中标结果,河南信息统计职业学院河南省职业教育艺术设计类专业教学资源库建设项目-结果更正公告,,豫财磋商采购-2021-1303,"立体化教材,二维动画,三维动画,教学资源库建设项目,案例库,试题库,资源整理上传服务,专业教学微课资源,教学辅助视频资源,虚拟交互仿真动画,图形图像库",1350000.0,河南信息统计职业学院,学校,杨**-0371-65727002,河南省天平招标代理有限公司,丁**-0371-56601963,河南梧桐花科技有限公司,,1350000.0,2022-03-01,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/342025297/b2
中标,中标结果,郑州师范学院2021中央财政虚拟仿真实验教学平台项目-验收报告公示,,郑财招标采购-2021-304,"虚拟仿真实验教学平台项目,教学专用仪器",0.0,郑州师范学院,学校,巴**-0371-65502018,,,河南鼎信实业有限公司,中标人-13333817567,0.0,2022-02-24,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/338524965/b2
中标,中标结果,航空虚拟仿真实训室,,安财招标采购-2021-47,"航空虚拟仿真实训室,教学专用仪器",3175853.0,安阳职业技术学院,学校,陈*-0372-2102210,,,天津华翼蓝天科技股份有限公司,中标人-15902206227,3175853.0,2022-02-23,河南,安阳,,,,https://www.zhiliaobiaoxun.com/content/338410850/b2
中标,中标结果,电气工程学院锅炉汽水系统过程控制虚拟仿真实验系统项目,,郑大竞争性谈判-2020-52,锅炉汽水系统过程控制虚拟仿真实验系统项目,198000.0,电气工程学院,学校,朱**-13523450647,,,井大伟,中标人-13698641046,198000.0,2022-02-22,河南,郑州,,,,https://www.zhiliaobiaoxun.com/content/281025194/b2
中标,中标结果,新乡学院机器人教学实训综合应用平台项目成交公告,,新乡政采招标采购-2022-13,"虚拟仿真教室桌椅,多媒体音响,双臂协作机器人,采集分析系统,无线图传设备,模块化机器人,工业机器人本体认知工作站,机房管理教学软件,VR服务器,作台,高精度尺寸测量仪,无人机,服务器机柜,交换机,实训箱,机器人教学实训综合应用平台项目,信息化管控提升系统,智能移动抓取教学竞赛机器人,移动识别抓取机器人,桌面型机器人套件,机器人狗,模型重建软件,智能机器人,多光谱云台相机,虚拟仿真教室教师桌,虚拟仿真教室仿真工,室智慧黑板,无线应力应变,像采集处理系统,实验室移动控制终端",0.0,新乡学院,学校,,汇今工程咨询有限公司,,郑州合锐电子科技有限公司,,,2022-02-21,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/357217191/b2
中标,中标结果,新乡学院机器人教学实训综合应用平台项目成交公告,,新乡政采招标采购-2022-13,"虚拟仿真教室桌椅,移动机器人,双臂协作机器人,采集分析系统,无线图传设备,模块化机器人,工业机器人本体认知工作站,机房管理教学软件,VR服务器,作台,高精度尺寸测量仪,通用型智能机器人,无人机,服务器机柜,交换机,实训箱,机器人教学实训综合应用平台项目,信息化管控提升系统,智能移动抓取教学竞赛机器人,移动识别抓取机器人,桌面型机器人套件,机器人狗,模型重建软件,多媒体音响,三光云台相机,多光谱云台相机,虚拟仿真教室教师桌,OS实验室移动控制终端,ROS实验室桌椅,虚拟仿真教室仿真工,室智慧黑板,无线应力应变,像采集处理系统",0.0,新乡学院,学校,张*-18303619890,汇今工程咨询有限公司,"孙*-15893853311,路**-0371-65962112",郑州合锐电子科技有限公司,,0.0,2022-02-21,河南,新乡,,,,https://www.zhiliaobiaoxun.com/content/341694606/b2
中标,中标结果,郑州大学药学院苯佐卡因虚拟仿真实验教学系统采购项目,,郑大-竞磋-2021-0057,"虚拟仿真教学系统,苯佐卡因虚拟仿真实验教学系统",198000.0,郑州大学药学院,学校,李*-13703710288,,,井大伟,中标人-13698641046,198000.0,2022-02-18,河南,,,,,https://www.zhiliaobiaoxun.com/content/279290748/b2
